Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,7,41724.55,Weekly,Rented,8.7,No,5,Sibling,25,39522.31,No,Yes,OFW Remittance,Savings,0,0
Private,47,33530.78,Monthly,Owned,0.9,No,0,Parent,47,33108.97,No,Yes,OFW Remittance,Community Plan,0,0
Private,90,39530.89,Monthly,Owned,4.0,No,3,Friend,61,37541.33,Yes,Yes,Business,Savings,0,0
Private,18,37588.65,Weekly,Rented,9.8,Yes,1,Sibling,78,17394.91,No,Yes,Freelance,Community Plan,0,0
Private,81,30092.05,Bimonthly,Rented,1.8,No,1,Friend,72,24231.67,No,No,Freelance,Community Plan,0,0
Public,63,34630.78,Monthly,Owned,9.4,No,4,Spouse,39,15418.85,No,Yes,Freelance,Savings,0,0
Public,69,44040.8,Biweekly,Rented,5.8,No,2,Spouse,50,39883.5,No,Yes,None,Insurance,0,0
Private,96,24381.27,Monthly,Owned,4.8,No,3,Friend,69,42171.93,No,No,OFW Remittance,Community Plan,0,0
Private,100,27101.9,Monthly,Rented,8.4,No,3,Spouse,113,22527.94,Yes,Yes,Freelance,Savings,0,0
Public,42,21393.8,Biweekly,Owned,3.2,No,4,Sibling,71,18655.36,Yes,Yes,OFW Remittance,None,0,0
Public,94,23249.51,Weekly,Rented,9.9,Yes,5,Parent,15,44231.63,No,Yes,OFW Remittance,Savings,0,0
Private,106,16331.38,Monthly,Rented,3.9,Yes,5,Sibling,93,32937.45,No,No,Business,Insurance,0,1
Public,85,17168.21,Weekly,Rented,0.2,No,1,Friend,105,37011.24,Yes,Yes,Business,Community Plan,0,1
Public,56,18233.98,Weekly,Rented,4.3,Yes,2,Spouse,54,41084.79,No,Yes,None,None,0,0
Public,74,36592.21,Monthly,Owned,6.7,Yes,2,Friend,114,34632.67,No,Yes,None,Community Plan,0,0
Private,72,17717.58,Monthly,Owned,1.8,Yes,2,Sibling,77,42386.07,No,No,Freelance,None,0,0
Public,99,33748.72,Monthly,Rented,1.8,Yes,0,Parent,83,18837.83,No,No,Business,None,0,0
Public,81,29817.36,Monthly,Rented,9.1,Yes,0,Parent,113,42694.87,Yes,Yes,Business,Insurance,0,0
Private,24,41496.23,Bimonthly,Rented,9.9,No,1,Spouse,41,38455.51,Yes,No,None,Savings,0,0
Private,78,38859.54,Biweekly,Rented,9.5,No,4,Sibling,110,29580.66,Yes,No,OFW Remittance,None,0,0
Public,44,16064.95,Monthly,Owned,8.9,Yes,2,Friend,84,41103.4,No,No,OFW Remittance,Savings,0,0
Public,59,43885.59,Bimonthly,Rented,7.4,No,2,Friend,20,27065.08,No,No,OFW Remittance,Savings,0,0
Public,103,41193.19,Bimonthly,Owned,7.9,Yes,1,Spouse,96,22249.46,Yes,No,OFW Remittance,Savings,0,0
Private,31,26703.43,Weekly,Rented,9.6,Yes,4,Friend,29,39536.56,Yes,Yes,None,Savings,0,0
Private,80,26477.05,Bimonthly,Rented,2.9,No,0,Spouse,10,36519.14,No,Yes,None,None,0,0
Private,101,44702.63,Monthly,Owned,6.0,No,5,Spouse,47,34534.53,Yes,No,Freelance,None,0,0
Private,18,15791.41,Monthly,Rented,8.6,No,3,Spouse,70,16173.15,Yes,Yes,None,None,0,0
Private,43,22972.63,Monthly,Rented,8.4,Yes,1,Friend,73,19783.39,Yes,Yes,Freelance,Savings,0,0
Private,30,27450.17,Biweekly,Rented,3.9,Yes,3,Parent,104,37271.9,Yes,Yes,Freelance,Savings,0,0
Public,116,33650.96,Biweekly,Owned,3.2,Yes,3,Parent,49,22462.81,No,Yes,None,Community Plan,0,0
Private,101,30132.45,Bimonthly,Owned,5.2,Yes,0,Parent,74,40848.53,No,No,Business,Community Plan,0,0
Private,62,34160.84,Bimonthly,Owned,2.4,Yes,1,Sibling,44,42109.2,Yes,No,Freelance,Community Plan,0,0
Private,28,39795.69,Biweekly,Owned,6.8,No,1,Friend,52,27128.62,No,No,Business,Savings,0,0
Public,79,36177.21,Biweekly,Owned,5.3,Yes,1,Spouse,26,35566.04,Yes,Yes,None,Savings,0,0
Private,53,37357.38,Monthly,Rented,4.1,No,5,Spouse,109,19943.34,No,Yes,Business,Insurance,0,0
Private,27,37620.33,Weekly,Rented,4.6,No,1,Friend,93,31209.08,No,Yes,None,Savings,0,0
Private,22,21800.55,Bimonthly,Owned,3.0,No,3,Friend,120,38715.06,No,No,None,Community Plan,0,0
Public,119,19399.59,Biweekly,Rented,2.7,No,3,Parent,105,22525.96,Yes,Yes,OFW Remittance,None,0,0
Public,84,31437.03,Biweekly,Rented,9.8,Yes,3,Parent,77,23186.42,No,No,None,Insurance,0,0
Public,42,42254.55,Monthly,Owned,5.6,Yes,3,Friend,33,30832.88,No,No,OFW Remittance,Insurance,0,0
Private,102,23057.69,Weekly,Owned,1.3,No,4,Sibling,116,40896.5,Yes,No,Business,Savings,0,1
Public,108,16731.08,Monthly,Owned,9.5,Yes,0,Friend,98,34739.43,No,Yes,Freelance,Savings,0,0
Public,39,28658.76,Bimonthly,Owned,9.8,No,5,Spouse,12,26046.62,No,Yes,Freelance,Insurance,0,0
Private,55,36832.6,Monthly,Owned,5.4,No,3,Sibling,49,44485.79,Yes,No,Business,Savings,0,0
Private,87,31951.96,Biweekly,Owned,1.4,Yes,0,Friend,41,43280.42,No,Yes,Business,Savings,0,0
Public,26,17527.93,Bimonthly,Rented,1.5,No,0,Sibling,25,32749.23,No,No,None,Insurance,0,0
Private,49,28459.79,Weekly,Owned,1.4,Yes,0,Spouse,12,21700.04,No,No,None,Community Plan,0,0
Private,93,27525.13,Bimonthly,Owned,5.8,Yes,4,Sibling,38,17483.7,Yes,No,None,Savings,0,0
Private,7,21772.23,Monthly,Owned,8.5,No,1,Parent,83,42552.5,No,Yes,Business,None,0,0
Private,98,20719.77,Bimonthly,Rented,0.7,No,3,Sibling,88,35780.01,Yes,Yes,OFW Remittance,Savings,0,0
Public,65,36950.36,Monthly,Rented,3.9,No,3,Sibling,110,26500.76,Yes,No,None,None,0,0
Public,19,35312.8,Biweekly,Owned,1.4,Yes,4,Spouse,24,29119.35,Yes,Yes,OFW Remittance,Savings,0,0
Private,83,34118.88,Monthly,Owned,3.4,Yes,1,Friend,22,26073.54,No,Yes,Business,Insurance,0,0
Private,114,37859.14,Weekly,Rented,6.2,No,5,Parent,10,44622.45,No,No,Freelance,Savings,0,0
Private,47,19922.64,Bimonthly,Rented,2.3,No,1,Friend,48,29665.05,No,No,Freelance,Savings,0,0
Public,99,33510.42,Weekly,Rented,8.0,No,5,Sibling,18,15189.15,No,No,Freelance,Community Plan,0,0
Private,103,19849.87,Bimonthly,Owned,5.4,No,4,Parent,89,15680.51,No,Yes,None,Community Plan,0,0
Public,84,30075.85,Biweekly,Rented,2.0,No,0,Sibling,72,35531.84,No,Yes,None,Savings,0,0
Private,12,31265.88,Bimonthly,Rented,5.4,No,4,Parent,10,24059.77,No,No,OFW Remittance,None,0,1
Public,92,18112.42,Weekly,Rented,9.4,Yes,5,Spouse,98,35136.44,Yes,No,Business,None,0,0
Private,22,15806.34,Bimonthly,Owned,0.7,No,3,Spouse,22,40740.68,No,No,None,None,0,1
Private,9,44551.26,Monthly,Owned,5.7,Yes,3,Friend,80,18234.98,No,No,Business,Savings,0,0
Public,53,15083.24,Biweekly,Owned,9.8,Yes,5,Spouse,84,28262.72,Yes,Yes,Business,Insurance,0,0
Public,17,17801.62,Weekly,Rented,1.1,No,4,Parent,33,36914.02,Yes,No,Freelance,Savings,0,1
Private,17,35655.46,Biweekly,Rented,1.7,No,4,Friend,34,20957.94,Yes,Yes,Business,Community Plan,0,0
Private,8,34955.88,Monthly,Rented,7.3,No,3,Friend,17,26923.72,No,No,Business,Community Plan,0,0
Public,55,44988.28,Bimonthly,Rented,7.2,No,3,Parent,63,20047.93,Yes,No,None,None,0,0
Private,52,24394.57,Monthly,Owned,6.1,Yes,4,Spouse,103,23323.47,Yes,No,Freelance,Community Plan,0,1
Private,108,23284.16,Monthly,Rented,9.4,No,5,Friend,107,20429.08,Yes,Yes,None,Insurance,0,0
Private,31,44592.15,Biweekly,Rented,4.2,Yes,0,Friend,46,24045.68,No,No,None,Savings,0,0
Private,14,22427.44,Bimonthly,Rented,1.8,No,5,Parent,119,16850.97,No,No,None,None,0,1
Private,32,36015.32,Bimonthly,Rented,10.0,Yes,1,Parent,111,27504.01,No,No,Business,None,0,0
Public,43,41913.65,Biweekly,Rented,9.9,No,4,Spouse,50,24946.65,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,22,41924.08,Biweekly,Rented,0.4,Yes,0,Sibling,51,44136.76,No,Yes,Business,Savings,0,0
Private,36,43562.36,Bimonthly,Rented,0.6,Yes,4,Parent,94,36428.44,No,No,None,Insurance,0,0
Private,14,27225.9,Bimonthly,Owned,9.6,No,4,Spouse,112,27834.71,No,Yes,OFW Remittance,None,0,0
Private,42,28926.14,Biweekly,Owned,8.0,No,5,Friend,101,31889.13,No,Yes,None,Savings,0,0
Private,20,39984.09,Bimonthly,Rented,7.4,No,4,Parent,115,41710.81,Yes,Yes,Freelance,None,0,0
Private,10,44072.22,Weekly,Owned,4.9,No,2,Spouse,13,38578.91,Yes,Yes,None,Community Plan,0,0
Private,91,22348.34,Bimonthly,Owned,1.9,Yes,1,Parent,53,33524.57,No,No,None,None,0,0
Public,91,15668.74,Biweekly,Rented,4.5,Yes,3,Friend,112,16917.9,Yes,No,Business,Community Plan,0,1
Private,48,42415.18,Bimonthly,Rented,9.7,No,1,Friend,100,38383.44,Yes,Yes,Freelance,Savings,0,0
Public,26,37190.94,Bimonthly,Rented,3.0,Yes,0,Spouse,57,29985.34,Yes,No,None,Community Plan,0,0
Public,10,25602.19,Monthly,Rented,6.1,No,4,Friend,107,17198.36,Yes,Yes,None,Community Plan,0,0
Private,63,43569.64,Monthly,Owned,8.9,No,1,Sibling,30,23028.17,No,No,OFW Remittance,None,0,0
Public,104,41583.56,Monthly,Owned,0.4,No,3,Friend,24,29252.64,No,No,None,Savings,0,0
Private,34,43405.71,Weekly,Rented,5.9,Yes,4,Spouse,120,25728.06,Yes,No,Business,Savings,0,0
Public,15,41074.97,Biweekly,Owned,5.7,Yes,2,Sibling,72,42728.54,Yes,Yes,Freelance,Insurance,0,0
Private,97,26401.26,Bimonthly,Owned,3.8,Yes,2,Sibling,13,38886.83,Yes,No,Freelance,Insurance,0,0
Public,97,40808.63,Weekly,Owned,4.0,Yes,0,Friend,81,18805.1,No,Yes,OFW Remittance,None,0,0
Public,23,25674.62,Biweekly,Rented,7.3,Yes,2,Sibling,13,16375.1,No,Yes,Business,Community Plan,0,0
Private,57,18180.16,Bimonthly,Owned,0.5,No,3,Parent,37,34395.38,No,No,None,Community Plan,0,0
Private,32,44257.73,Monthly,Owned,2.4,Yes,4,Friend,115,32708.2,No,No,OFW Remittance,None,0,1
Public,120,25816.92,Weekly,Owned,6.5,No,3,Sibling,114,17002.97,Yes,No,Business,Insurance,0,0
Private,74,25364.24,Bimonthly,Rented,5.1,Yes,2,Friend,59,19531.46,No,No,Business,Community Plan,0,0
Public,85,23121.7,Monthly,Owned,7.3,No,4,Sibling,112,17574.56,Yes,Yes,None,None,0,0
Public,41,27279.78,Biweekly,Rented,7.3,No,1,Friend,81,21237.07,No,Yes,Business,None,0,0
Public,109,42352.18,Weekly,Owned,2.1,No,5,Sibling,107,21069.31,No,Yes,Freelance,Community Plan,0,0
Private,6,22486.39,Biweekly,Owned,4.1,Yes,2,Sibling,50,36442.6,Yes,Yes,None,None,0,0
Private,30,41915.9,Biweekly,Rented,8.8,Yes,2,Friend,41,16294.88,No,No,Freelance,Savings,0,0
Public,83,34054.78,Biweekly,Owned,4.6,No,4,Parent,18,16342.94,Yes,No,None,Community Plan,0,0
Private,42,28136.14,Biweekly,Owned,2.0,Yes,2,Parent,70,15443.38,Yes,No,Business,None,0,0
Private,74,28473.74,Weekly,Rented,6.7,Yes,2,Friend,101,20916.44,No,No,Business,None,0,0
Public,20,16048.76,Weekly,Rented,5.3,No,4,Spouse,21,28830.11,Yes,Yes,None,None,0,1
Public,107,37483.98,Biweekly,Rented,9.2,Yes,3,Friend,103,43320.5,No,Yes,Freelance,Insurance,0,0
Private,102,33941.12,Bimonthly,Owned,1.6,Yes,5,Sibling,11,31544.33,Yes,Yes,Freelance,Insurance,0,0
Private,77,25386.43,Weekly,Rented,8.8,Yes,0,Spouse,91,25136.48,No,Yes,Business,Savings,0,0
Public,59,33970.19,Bimonthly,Rented,1.5,No,0,Parent,12,36645.41,No,No,Freelance,None,0,1
Public,93,31323.39,Bimonthly,Owned,2.0,Yes,4,Spouse,32,24700.4,Yes,Yes,None,Savings,0,0
Private,54,42848.83,Monthly,Rented,6.6,No,4,Friend,13,35496.33,No,Yes,None,None,0,1
Private,90,27158.39,Bimonthly,Owned,9.9,No,5,Sibling,85,16458.95,Yes,Yes,OFW Remittance,Insurance,0,0
Public,66,31302.12,Bimonthly,Rented,2.7,No,5,Parent,61,18486.88,No,Yes,OFW Remittance,Community Plan,0,0
Public,27,44334.45,Monthly,Owned,5.6,Yes,0,Spouse,10,17927.89,Yes,Yes,Freelance,Savings,0,0
Private,120,34164.64,Monthly,Owned,8.0,Yes,0,Spouse,22,28113.77,No,Yes,OFW Remittance,None,0,0
Public,36,41176.41,Monthly,Rented,9.0,Yes,1,Parent,83,28680.51,Yes,No,OFW Remittance,Savings,0,0
Public,110,41204.91,Biweekly,Rented,2.0,Yes,0,Parent,50,37984.82,Yes,Yes,Business,Savings,0,0
Public,51,22022.81,Bimonthly,Rented,0.2,Yes,0,Sibling,89,34054.04,Yes,No,OFW Remittance,Community Plan,0,0
Private,85,34302.87,Bimonthly,Rented,0.2,No,2,Friend,15,43660.53,No,Yes,Freelance,Insurance,0,0
Private,33,15590.25,Bimonthly,Rented,8.8,No,3,Parent,54,17043.88,Yes,No,OFW Remittance,Community Plan,0,0
Private,43,34872.67,Weekly,Rented,7.1,Yes,5,Parent,11,36749.44,No,Yes,Freelance,Savings,0,0
Private,101,29092.74,Bimonthly,Owned,4.8,No,2,Friend,35,19019.18,No,No,Freelance,Community Plan,0,0
Public,67,27147.98,Weekly,Owned,4.8,No,2,Sibling,120,27973.49,Yes,No,None,Savings,0,1
Public,46,38297.41,Monthly,Rented,8.8,No,0,Parent,102,41529.09,Yes,Yes,OFW Remittance,Savings,0,0
Public,62,36747.86,Weekly,Owned,3.4,No,4,Friend,71,44279.54,No,Yes,OFW Remittance,Community Plan,0,0
Public,87,22024.78,Bimonthly,Owned,4.9,Yes,2,Parent,35,39081.7,No,No,OFW Remittance,Insurance,0,0
Private,82,31517.13,Monthly,Rented,6.9,Yes,1,Friend,104,40972.08,No,No,None,None,0,0
Private,46,22317.35,Monthly,Rented,1.0,No,5,Spouse,57,28752.09,No,No,Freelance,Insurance,0,1
Private,48,15837.95,Biweekly,Rented,7.4,Yes,1,Friend,108,26422.89,No,Yes,None,Insurance,0,0
Public,53,19254.39,Biweekly,Owned,6.2,Yes,3,Spouse,31,28083.17,Yes,Yes,Freelance,None,0,1
Public,112,23902.41,Weekly,Owned,4.3,Yes,5,Friend,91,21050.57,No,Yes,None,None,0,0
Public,7,28976.87,Monthly,Owned,6.6,Yes,0,Spouse,89,34673.23,No,No,Freelance,None,0,0
Public,9,36981.61,Biweekly,Rented,8.7,Yes,3,Spouse,23,28382.53,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,111,43162.3,Weekly,Owned,9.9,Yes,5,Friend,112,29572.2,No,Yes,Freelance,Savings,0,0
Private,107,15598.45,Weekly,Rented,7.4,No,3,Spouse,14,16625.58,Yes,No,OFW Remittance,None,0,0
Public,32,21067.25,Monthly,Rented,4.0,Yes,3,Friend,63,18882.14,No,Yes,OFW Remittance,Savings,0,0
Private,58,25366.61,Weekly,Rented,7.5,No,5,Sibling,42,35454.86,Yes,Yes,Business,Community Plan,0,1
Private,104,24949.56,Monthly,Owned,2.3,No,2,Parent,63,37314.6,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,119,43829.49,Monthly,Owned,3.6,Yes,4,Spouse,49,16270.76,No,Yes,Business,Community Plan,0,0
Private,10,42721.11,Monthly,Rented,7.9,Yes,5,Sibling,80,23233.55,Yes,No,None,Savings,0,0
Public,83,42811.22,Monthly,Owned,7.4,Yes,1,Sibling,69,28446.33,Yes,No,OFW Remittance,Insurance,0,0
Private,35,30291.66,Bimonthly,Owned,0.7,Yes,2,Sibling,20,32574.32,No,Yes,Freelance,Insurance,0,0
Private,113,25693.87,Weekly,Rented,9.3,No,1,Spouse,119,32251.67,Yes,Yes,Business,Savings,0,0
Private,48,35436.94,Biweekly,Owned,4.3,Yes,2,Friend,112,16470.13,No,Yes,None,Insurance,0,0
Public,84,26306.74,Monthly,Owned,6.5,Yes,0,Spouse,101,25042.67,Yes,No,Freelance,Savings,0,0
Private,39,15021.92,Monthly,Owned,2.1,No,0,Spouse,67,25110.42,No,Yes,None,Community Plan,0,0
Private,94,38250.41,Bimonthly,Owned,5.0,No,0,Friend,36,28953.56,Yes,No,Freelance,Community Plan,0,0
Private,97,31205.21,Biweekly,Owned,0.5,Yes,2,Parent,16,28408.87,No,No,None,Insurance,0,0
Public,88,21504.74,Biweekly,Owned,8.0,Yes,2,Sibling,93,17162.33,No,No,None,Savings,0,0
Private,34,44680.97,Monthly,Owned,9.5,No,4,Spouse,78,28566.85,Yes,Yes,Freelance,Savings,0,0
Public,79,27424.54,Weekly,Rented,4.4,No,1,Parent,99,21813.93,No,No,Business,Community Plan,0,0
Public,44,22961.36,Bimonthly,Rented,9.0,Yes,2,Parent,66,24085.27,No,No,Freelance,None,0,0
Private,102,18045.5,Biweekly,Owned,8.8,No,5,Parent,28,18239.58,No,Yes,OFW Remittance,Savings,0,0
Public,50,28228.11,Monthly,Rented,9.3,No,2,Spouse,27,24082.64,No,No,OFW Remittance,Insurance,0,0
Private,17,34420.24,Biweekly,Rented,5.0,Yes,4,Sibling,51,19669.62,Yes,No,Business,Savings,0,0
Public,68,33809.01,Weekly,Owned,3.4,No,0,Sibling,119,18954.42,No,No,OFW Remittance,Community Plan,0,0
Private,57,17584.15,Biweekly,Rented,8.1,Yes,1,Sibling,79,22692.72,Yes,No,Freelance,Insurance,0,1
Private,102,26642.57,Biweekly,Owned,7.6,No,4,Spouse,33,32317.02,Yes,No,Freelance,Savings,0,0
Public,113,43347.18,Biweekly,Owned,4.8,Yes,3,Spouse,97,27049.61,No,No,Business,Insurance,0,0
Private,76,33626.34,Monthly,Rented,2.1,Yes,4,Parent,32,36451.35,Yes,No,Freelance,Savings,0,0
Public,96,29145.67,Bimonthly,Owned,4.1,Yes,5,Sibling,88,41700.8,Yes,Yes,Business,Savings,0,0
Private,82,28514.92,Biweekly,Owned,6.2,Yes,3,Parent,13,20279.92,No,Yes,Freelance,Community Plan,0,0
Public,98,31245.69,Monthly,Rented,2.2,No,0,Friend,80,26305.42,Yes,No,Business,Insurance,0,0
Public,43,29875.97,Bimonthly,Owned,0.7,Yes,0,Parent,20,33198.05,Yes,No,OFW Remittance,Insurance,0,0
Private,46,40047.18,Weekly,Rented,1.4,Yes,3,Spouse,40,29058.67,Yes,Yes,Business,Insurance,0,0
Private,110,20344.37,Monthly,Rented,3.0,Yes,1,Friend,61,27371.34,Yes,No,OFW Remittance,Savings,0,0
Public,103,27065.08,Weekly,Owned,9.4,Yes,4,Sibling,16,17289.23,Yes,No,OFW Remittance,Insurance,0,0
Private,117,39461.75,Bimonthly,Owned,3.8,Yes,2,Parent,31,42864.09,No,Yes,Freelance,Savings,0,0
Public,111,28052.0,Monthly,Owned,4.0,Yes,0,Parent,87,16152.43,No,Yes,None,Savings,0,0
Public,24,29267.03,Monthly,Owned,3.0,Yes,2,Sibling,22,20674.28,Yes,No,OFW Remittance,Community Plan,0,0
Private,93,24702.49,Weekly,Rented,3.3,No,0,Sibling,60,17858.13,Yes,Yes,Business,None,0,0
Private,63,32100.9,Monthly,Owned,4.3,No,2,Sibling,22,22844.86,No,Yes,OFW Remittance,None,0,0
Private,43,29378.82,Bimonthly,Owned,6.1,No,5,Parent,82,41039.02,No,No,Business,Savings,0,0
Public,69,44191.7,Monthly,Owned,0.9,Yes,3,Parent,112,40543.62,No,Yes,Freelance,Community Plan,0,0
Private,92,35186.66,Bimonthly,Owned,9.2,No,0,Parent,61,41655.97,No,Yes,Business,None,0,0
Public,12,24835.96,Weekly,Owned,9.0,No,5,Sibling,29,29803.91,Yes,No,None,None,0,0
Public,52,21682.97,Biweekly,Owned,9.9,Yes,5,Parent,93,44945.2,No,Yes,None,Savings,0,0
Public,98,20736.32,Biweekly,Owned,4.4,Yes,0,Parent,68,20332.31,No,No,Business,Savings,0,0
Private,32,28728.26,Monthly,Rented,6.7,No,0,Friend,25,27625.14,Yes,Yes,Business,None,0,0
Private,86,15314.32,Bimonthly,Rented,8.9,No,4,Friend,80,40831.66,Yes,Yes,None,Community Plan,0,0
Private,85,21380.86,Biweekly,Owned,6.7,No,4,Spouse,15,36480.3,Yes,Yes,Business,Community Plan,0,0
Public,92,18121.71,Biweekly,Owned,2.4,No,5,Parent,113,39106.22,No,Yes,OFW Remittance,None,0,1
Public,64,33747.26,Monthly,Rented,0.3,Yes,0,Sibling,73,30549.69,No,Yes,OFW Remittance,Savings,0,1
Public,53,16550.78,Bimonthly,Rented,3.7,No,0,Parent,114,42020.99,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,111,34578.34,Weekly,Rented,6.2,No,1,Friend,73,38990.36,No,Yes,Freelance,None,0,0
Private,12,36209.99,Monthly,Rented,9.6,No,3,Parent,21,26553.32,No,Yes,Freelance,Savings,0,0
Public,25,39680.17,Weekly,Owned,8.0,No,1,Sibling,117,35653.24,No,Yes,Business,Community Plan,0,0
Public,47,20386.69,Biweekly,Owned,9.8,No,3,Parent,105,26460.1,Yes,No,Business,None,0,1
Public,14,41003.85,Weekly,Rented,5.7,No,3,Spouse,12,26278.42,No,No,Freelance,None,0,0
Private,75,25558.69,Weekly,Owned,8.2,Yes,3,Friend,71,31345.83,No,No,None,None,0,0
Public,29,17139.97,Bimonthly,Rented,7.0,No,4,Friend,17,31816.72,Yes,No,None,Insurance,0,0
Public,116,15829.91,Monthly,Owned,4.4,Yes,3,Parent,118,31993.58,Yes,Yes,None,None,0,0
Public,115,38179.22,Biweekly,Owned,4.1,Yes,5,Spouse,111,18818.84,Yes,No,Business,Savings,0,0
Public,111,44815.0,Bimonthly,Owned,3.8,No,2,Sibling,107,20714.22,Yes,No,None,None,0,0
Public,115,38727.96,Monthly,Owned,1.0,Yes,3,Friend,45,29417.46,Yes,No,Freelance,Insurance,0,0
Private,98,34519.43,Bimonthly,Rented,6.3,Yes,0,Friend,10,26820.84,No,Yes,OFW Remittance,None,0,0
Private,28,40727.28,Biweekly,Owned,9.2,Yes,0,Friend,36,37839.61,No,No,OFW Remittance,None,0,0
Private,47,24598.63,Biweekly,Rented,5.7,No,0,Parent,30,25592.12,No,No,Freelance,Savings,0,0
Public,52,41022.06,Monthly,Rented,6.4,No,4,Spouse,14,37681.5,No,No,Business,Community Plan,0,0
Private,87,41135.27,Bimonthly,Owned,9.9,Yes,1,Friend,61,38989.2,Yes,No,OFW Remittance,Insurance,0,0
Private,96,30225.74,Weekly,Owned,4.7,Yes,1,Spouse,56,21515.24,Yes,Yes,None,Insurance,0,0
Public,72,36178.93,Monthly,Rented,2.6,Yes,5,Spouse,107,32609.67,No,No,Business,Savings,0,0
Private,66,21298.48,Monthly,Rented,2.9,Yes,5,Parent,110,20857.56,Yes,No,None,Savings,0,1
Public,33,40959.88,Weekly,Owned,9.4,No,5,Sibling,38,42915.92,Yes,No,None,None,0,0
Private,39,21619.16,Monthly,Rented,6.5,No,5,Sibling,11,29093.85,No,Yes,Business,Insurance,0,0
Public,105,30218.03,Monthly,Owned,7.9,No,0,Friend,49,40671.02,No,Yes,Business,None,0,0
Public,10,19879.5,Bimonthly,Rented,5.3,No,2,Friend,100,18854.83,No,No,Business,None,0,1
Public,25,27797.92,Biweekly,Owned,4.4,No,5,Parent,23,22999.8,Yes,Yes,OFW Remittance,Insurance,0,0
Public,72,44583.09,Biweekly,Rented,2.9,Yes,2,Spouse,77,21115.23,Yes,Yes,Business,Insurance,0,0
Public,96,22093.25,Monthly,Rented,2.9,Yes,1,Friend,109,29782.11,Yes,No,OFW Remittance,Community Plan,0,0
Public,102,33268.23,Monthly,Rented,2.3,No,0,Spouse,26,31921.75,Yes,No,Freelance,None,0,0
Public,92,35692.54,Biweekly,Owned,2.6,No,4,Sibling,57,40741.58,Yes,Yes,OFW Remittance,None,0,0
Public,56,31862.01,Weekly,Owned,4.2,Yes,5,Friend,26,17708.4,Yes,Yes,OFW Remittance,Savings,0,1
Public,89,41576.24,Bimonthly,Rented,7.9,No,0,Friend,34,41069.23,No,Yes,Business,Community Plan,0,0
Private,111,20810.98,Bimonthly,Owned,4.3,No,2,Parent,22,44597.1,Yes,Yes,OFW Remittance,Savings,0,0
Private,90,35080.84,Weekly,Owned,9.6,No,4,Parent,43,42197.83,No,Yes,Freelance,Community Plan,0,0
Public,103,42345.66,Weekly,Rented,3.9,Yes,4,Sibling,29,34100.19,No,No,Freelance,Insurance,0,0
Private,75,34555.73,Monthly,Owned,2.1,No,3,Spouse,39,30818.49,No,Yes,Business,Community Plan,0,0
Public,66,29898.02,Biweekly,Rented,9.0,Yes,3,Friend,72,29148.4,No,No,Freelance,None,0,0
Public,34,23294.91,Bimonthly,Owned,0.2,No,5,Friend,52,30941.09,No,No,None,Community Plan,0,0
Private,34,25092.62,Weekly,Owned,6.4,No,5,Friend,87,30872.54,Yes,No,OFW Remittance,Community Plan,0,0
Private,29,27012.76,Weekly,Owned,8.2,Yes,4,Sibling,120,26523.04,Yes,No,None,Community Plan,0,0
Public,24,43214.35,Monthly,Owned,0.1,No,0,Friend,69,31765.6,Yes,Yes,None,None,0,0
Public,42,15386.89,Monthly,Rented,6.4,No,5,Friend,93,17543.89,No,No,Business,Savings,0,1
Public,71,24154.51,Biweekly,Owned,9.7,No,2,Parent,91,28753.42,Yes,No,Freelance,None,0,0
Public,45,23772.35,Weekly,Owned,5.4,No,5,Friend,68,31964.39,Yes,Yes,None,Insurance,0,0
Private,36,26647.27,Weekly,Owned,7.6,No,0,Friend,100,44950.96,Yes,Yes,OFW Remittance,None,0,0
Public,28,29328.81,Biweekly,Rented,2.4,Yes,5,Friend,66,33815.21,Yes,No,OFW Remittance,Savings,0,0
Private,56,29907.9,Monthly,Owned,9.7,No,0,Friend,114,17560.23,No,Yes,Freelance,None,0,0
Public,11,31786.27,Weekly,Owned,2.6,Yes,1,Friend,105,24367.94,Yes,Yes,OFW Remittance,Insurance,0,0
Public,7,15980.41,Weekly,Owned,9.5,No,4,Sibling,90,30589.61,No,Yes,OFW Remittance,Community Plan,0,0
Private,77,27637.52,Monthly,Owned,8.0,No,5,Parent,18,24660.11,No,Yes,OFW Remittance,Community Plan,0,0
Private,53,35164.47,Bimonthly,Owned,4.6,No,4,Friend,19,39586.26,Yes,No,Freelance,Savings,0,0
Private,82,24465.51,Bimonthly,Rented,0.5,Yes,5,Friend,58,30944.84,Yes,No,Freelance,Insurance,0,0
Public,82,37797.04,Weekly,Owned,2.2,No,2,Spouse,51,20594.71,Yes,No,Business,Community Plan,0,0
Private,46,40312.41,Bimonthly,Owned,4.6,Yes,1,Friend,116,35458.45,No,No,OFW Remittance,Insurance,0,0
