Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,114,40640.0,Bimonthly,Rented,8.9,No,2,Spouse,24,44267.68,No,Yes,Freelance,Community Plan,0,0
Public,74,21230.19,Monthly,Owned,9.6,Yes,5,Sibling,120,16597.78,No,Yes,OFW Remittance,None,0,0
Public,29,30615.15,Weekly,Owned,1.4,Yes,0,Sibling,104,34427.73,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,29,22405.75,Monthly,Rented,5.9,Yes,3,Sibling,55,26454.06,No,No,Business,Savings,0,1
Public,82,34646.0,Monthly,Owned,9.2,No,1,Parent,114,36389.41,Yes,Yes,Business,Savings,0,0
Private,61,25175.98,Weekly,Owned,3.7,Yes,4,Sibling,53,39959.21,Yes,Yes,Business,Community Plan,0,0
Public,59,34935.67,Monthly,Rented,4.3,No,0,Spouse,39,30075.85,Yes,Yes,Freelance,Community Plan,0,0
Public,96,40076.44,Biweekly,Rented,5.4,No,1,Spouse,83,29778.99,No,Yes,None,Insurance,0,0
Private,35,16743.8,Weekly,Owned,4.3,No,5,Friend,77,21740.34,Yes,Yes,Freelance,Community Plan,0,0
Private,80,28681.63,Monthly,Rented,9.4,Yes,3,Parent,90,15136.92,No,Yes,OFW Remittance,Savings,0,0
Private,47,30179.48,Biweekly,Rented,2.7,No,1,Sibling,117,24725.26,No,Yes,None,Community Plan,0,0
Private,88,36862.05,Biweekly,Owned,8.0,Yes,4,Parent,102,41304.84,Yes,No,OFW Remittance,Community Plan,0,0
Public,73,22018.99,Bimonthly,Owned,3.6,Yes,4,Sibling,53,28823.03,No,Yes,None,Community Plan,0,0
Private,93,20610.72,Biweekly,Owned,4.0,No,0,Spouse,109,38943.43,No,No,Business,None,0,1
Public,105,36035.56,Monthly,Owned,3.7,Yes,1,Spouse,77,28989.99,Yes,No,Business,None,0,0
Private,26,27679.11,Monthly,Owned,3.0,No,4,Sibling,12,15527.41,No,Yes,None,None,0,1
Private,11,31110.58,Monthly,Owned,6.6,Yes,5,Sibling,47,16757.81,No,No,None,Savings,0,1
Public,57,18364.51,Weekly,Rented,2.8,No,5,Spouse,59,41401.18,Yes,Yes,Freelance,Community Plan,0,1
Private,24,37959.14,Bimonthly,Owned,2.7,No,5,Parent,34,37641.02,Yes,No,Freelance,Community Plan,0,0
Public,45,38162.24,Bimonthly,Owned,4.8,No,0,Sibling,36,15467.28,No,Yes,Business,None,0,0
Public,56,35411.15,Monthly,Rented,9.0,Yes,1,Parent,67,38404.4,Yes,No,None,Community Plan,0,0
Public,59,38885.78,Weekly,Rented,0.6,No,3,Parent,81,20043.42,Yes,Yes,OFW Remittance,Insurance,0,0
Private,20,29559.1,Monthly,Rented,1.5,No,5,Parent,112,32789.06,No,Yes,OFW Remittance,Savings,0,0
Public,46,37991.04,Monthly,Rented,8.3,Yes,4,Friend,101,35362.53,Yes,No,None,Savings,0,0
Private,46,16553.24,Bimonthly,Owned,1.1,No,0,Spouse,21,41496.86,No,No,Business,Community Plan,0,0
Public,30,26131.37,Biweekly,Rented,8.4,No,4,Parent,81,21223.18,No,No,Freelance,Insurance,0,0
Public,75,34411.28,Biweekly,Owned,6.7,Yes,1,Sibling,91,33607.05,Yes,No,Freelance,Community Plan,0,0
Public,60,22377.66,Monthly,Owned,3.9,Yes,2,Sibling,40,16047.71,No,Yes,Freelance,Community Plan,0,0
Public,36,35859.67,Weekly,Rented,5.0,No,0,Parent,46,24970.08,No,Yes,Freelance,Community Plan,0,0
Private,66,17950.67,Bimonthly,Rented,8.3,Yes,3,Spouse,31,33361.37,No,No,OFW Remittance,Savings,0,0
Private,14,23533.75,Bimonthly,Owned,8.9,Yes,2,Parent,65,38569.69,No,No,Business,Insurance,0,0
Private,117,18403.16,Bimonthly,Rented,7.5,No,5,Sibling,11,38891.3,Yes,No,OFW Remittance,Savings,0,1
Private,61,30465.0,Biweekly,Owned,1.7,Yes,0,Sibling,26,16341.96,Yes,No,None,None,0,0
Private,75,23624.39,Bimonthly,Owned,1.1,Yes,5,Parent,32,40818.93,Yes,Yes,None,None,0,0
Private,55,43713.94,Weekly,Owned,2.2,Yes,4,Friend,115,40727.14,No,No,OFW Remittance,Savings,0,0
Private,74,19423.23,Weekly,Rented,2.1,No,5,Friend,53,34487.1,Yes,No,Business,Insurance,0,0
Public,99,27263.37,Monthly,Rented,7.0,Yes,0,Sibling,76,28366.48,No,No,None,Savings,0,0
Public,45,35727.19,Bimonthly,Rented,0.3,No,3,Friend,111,32662.34,Yes,Yes,OFW Remittance,Insurance,0,0
Public,72,24235.97,Bimonthly,Owned,6.3,Yes,5,Parent,115,32786.55,Yes,No,None,Savings,0,0
Public,113,35401.82,Monthly,Owned,6.0,Yes,3,Spouse,88,27737.7,Yes,No,Business,None,0,0
Private,46,35631.43,Weekly,Owned,9.8,No,0,Parent,12,44271.34,Yes,No,Freelance,Savings,0,0
Public,60,37642.21,Biweekly,Rented,7.5,No,3,Spouse,42,16418.72,Yes,Yes,Business,Insurance,0,1
Public,117,15184.79,Monthly,Rented,9.3,Yes,5,Parent,105,34046.22,No,No,None,Savings,0,0
Public,36,38349.36,Monthly,Rented,4.1,No,5,Parent,64,32612.17,No,Yes,Business,Community Plan,0,0
Private,101,43307.64,Monthly,Rented,5.4,No,0,Spouse,65,34644.32,No,Yes,None,Insurance,0,0
Private,77,26949.98,Bimonthly,Owned,5.6,Yes,4,Parent,40,29564.19,No,No,Freelance,Insurance,0,0
Public,35,20937.98,Bimonthly,Rented,7.6,No,0,Friend,42,31186.95,Yes,Yes,Freelance,Community Plan,0,1
Private,120,28599.3,Biweekly,Owned,9.7,No,4,Spouse,108,28581.56,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,36,29871.36,Bimonthly,Rented,4.4,No,1,Friend,117,20918.77,No,No,None,Community Plan,0,1
Private,79,35423.97,Monthly,Rented,1.2,No,3,Friend,92,15453.37,No,Yes,Freelance,Insurance,0,1
Private,94,38183.27,Bimonthly,Owned,7.2,No,3,Friend,16,27408.11,No,Yes,None,Community Plan,0,0
Public,12,37279.23,Biweekly,Rented,6.5,Yes,1,Spouse,48,29653.76,Yes,No,None,Savings,0,0
Private,15,41762.7,Weekly,Owned,2.0,No,1,Friend,87,22471.87,Yes,Yes,Freelance,Insurance,0,0
Private,92,20926.65,Monthly,Owned,0.6,Yes,0,Friend,64,28745.34,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,104,33568.78,Weekly,Owned,1.5,Yes,3,Spouse,80,26990.44,No,No,None,Community Plan,0,0
Private,60,25146.18,Monthly,Rented,2.3,Yes,0,Friend,28,17394.04,No,Yes,OFW Remittance,None,0,0
Private,58,40134.24,Bimonthly,Owned,4.9,No,4,Spouse,24,24083.75,Yes,Yes,Freelance,Savings,0,0
Public,101,15603.01,Bimonthly,Owned,5.0,Yes,0,Sibling,86,26435.82,No,No,Business,Insurance,0,0
Public,13,32528.96,Bimonthly,Rented,7.0,Yes,5,Friend,40,19560.25,No,No,Business,Savings,0,0
Private,116,37049.88,Bimonthly,Rented,2.1,Yes,4,Friend,84,17284.76,No,Yes,Freelance,Insurance,0,0
Public,19,41189.64,Biweekly,Rented,2.2,Yes,5,Sibling,39,38133.84,No,Yes,Business,Insurance,0,0
Private,107,15624.04,Weekly,Owned,8.1,No,3,Spouse,111,33776.63,Yes,No,Business,Savings,0,1
Public,85,23563.8,Bimonthly,Owned,6.3,No,1,Spouse,16,35333.49,No,Yes,None,Community Plan,0,0
Private,46,41077.05,Bimonthly,Rented,6.3,No,4,Spouse,67,38050.72,Yes,Yes,Freelance,Insurance,0,0
Private,99,34208.53,Biweekly,Rented,3.4,Yes,2,Sibling,22,16322.9,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,55,39742.94,Weekly,Rented,5.2,Yes,1,Parent,110,42177.66,Yes,No,Freelance,Community Plan,0,0
Private,11,32754.91,Bimonthly,Owned,8.1,Yes,0,Friend,56,21476.26,No,Yes,Business,Savings,0,0
Private,59,44647.76,Weekly,Owned,7.3,No,4,Parent,13,33691.4,Yes,Yes,Freelance,Insurance,0,0
Private,41,41413.0,Weekly,Rented,5.1,No,4,Spouse,71,32625.59,No,No,Business,None,0,0
Public,62,34881.11,Biweekly,Rented,4.1,Yes,5,Friend,100,40019.24,Yes,No,Freelance,Community Plan,0,0
Private,93,34386.88,Monthly,Rented,0.5,Yes,2,Spouse,29,38698.39,No,No,Freelance,None,0,0
Public,22,23696.11,Monthly,Owned,6.0,Yes,5,Spouse,54,23283.19,Yes,No,OFW Remittance,Insurance,0,0
Private,120,15428.32,Monthly,Owned,3.4,No,5,Spouse,81,19767.53,No,Yes,Business,None,0,0
Private,14,21326.99,Weekly,Rented,9.4,Yes,0,Spouse,39,19801.43,Yes,Yes,OFW Remittance,Insurance,0,0
Private,92,27157.32,Weekly,Owned,8.4,No,4,Sibling,28,23721.35,No,Yes,Business,Savings,0,0
Public,120,17762.95,Bimonthly,Rented,5.5,No,1,Spouse,108,43314.6,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,89,39300.56,Bimonthly,Rented,9.7,Yes,5,Friend,51,34100.0,No,No,None,Savings,0,0
Private,119,28981.39,Monthly,Rented,0.5,Yes,1,Spouse,41,30834.71,Yes,No,None,Savings,0,0
Public,79,20728.54,Bimonthly,Owned,2.0,Yes,4,Sibling,94,37840.96,No,Yes,Freelance,Community Plan,0,0
Public,94,44053.53,Biweekly,Owned,8.4,No,2,Friend,41,42141.72,Yes,Yes,OFW Remittance,Savings,0,0
Public,11,18323.87,Monthly,Owned,0.5,Yes,0,Spouse,93,31000.87,Yes,No,None,Insurance,0,0
Public,12,43326.42,Monthly,Rented,8.0,Yes,2,Sibling,52,21878.44,No,Yes,Business,Savings,0,0
Private,75,42160.14,Weekly,Rented,3.7,No,0,Spouse,120,20543.38,Yes,Yes,OFW Remittance,Community Plan,0,1
Private,60,26339.88,Monthly,Rented,4.5,Yes,0,Friend,108,15028.14,Yes,No,Business,Insurance,0,0
Private,65,31278.7,Biweekly,Rented,8.1,Yes,1,Spouse,17,34700.18,No,Yes,Business,Community Plan,0,0
Public,19,18925.95,Bimonthly,Rented,8.0,No,1,Friend,12,23211.5,Yes,Yes,Freelance,Savings,0,0
Public,27,44046.29,Biweekly,Owned,3.5,No,3,Parent,29,43377.28,No,Yes,OFW Remittance,None,0,0
Public,80,18585.86,Monthly,Rented,7.3,Yes,5,Spouse,70,42512.43,No,Yes,Freelance,Insurance,0,0
Private,112,36595.42,Weekly,Rented,3.1,No,5,Parent,99,15416.32,No,Yes,Business,None,0,0
Private,6,19074.96,Monthly,Rented,9.7,No,1,Friend,75,23038.03,Yes,Yes,None,Insurance,0,0
Private,117,25681.04,Monthly,Owned,2.8,Yes,5,Sibling,108,18409.98,Yes,Yes,None,Savings,0,0
Private,20,25680.16,Biweekly,Owned,4.7,No,2,Parent,57,35140.08,Yes,Yes,Business,Savings,0,0
Public,97,27892.3,Biweekly,Owned,7.0,Yes,0,Parent,84,21220.62,Yes,No,None,None,0,0
Private,12,39451.52,Weekly,Owned,1.8,Yes,3,Spouse,58,34304.26,Yes,Yes,None,Insurance,0,0
Private,109,24098.6,Monthly,Owned,2.4,No,0,Spouse,25,35993.95,No,No,Freelance,Community Plan,0,0
Private,93,31780.01,Monthly,Rented,8.8,No,2,Sibling,88,43250.25,No,No,Business,Community Plan,0,0
Public,62,26146.34,Monthly,Owned,1.6,Yes,4,Sibling,67,15150.18,No,Yes,Freelance,Savings,0,0
Public,38,29776.09,Monthly,Owned,6.1,No,2,Friend,51,32527.94,Yes,Yes,OFW Remittance,Savings,0,1
Private,30,33566.03,Biweekly,Rented,9.7,No,2,Friend,89,23634.71,No,Yes,None,Savings,0,0
Private,71,31905.28,Bimonthly,Owned,4.7,Yes,2,Friend,33,22155.71,Yes,No,OFW Remittance,Savings,0,0
Public,7,32904.25,Weekly,Owned,0.5,Yes,0,Parent,25,34433.48,Yes,Yes,Business,Insurance,0,0
Private,33,24117.96,Bimonthly,Owned,8.3,No,0,Parent,62,19149.61,Yes,No,Freelance,Community Plan,0,0
Public,52,19874.14,Biweekly,Owned,5.0,No,3,Spouse,17,40829.94,Yes,Yes,Business,Insurance,0,0
Public,101,24400.09,Monthly,Owned,2.8,Yes,3,Parent,76,29808.28,Yes,Yes,Freelance,None,0,0
Private,103,22491.26,Weekly,Rented,5.5,Yes,3,Sibling,52,33049.85,Yes,Yes,OFW Remittance,None,0,0
Public,37,28153.18,Biweekly,Owned,4.3,Yes,0,Friend,104,39393.67,No,Yes,Freelance,Insurance,0,0
Public,23,30197.51,Monthly,Owned,3.9,No,3,Spouse,56,34778.24,No,No,OFW Remittance,Insurance,0,0
Private,77,36848.86,Bimonthly,Owned,9.4,No,5,Parent,88,29605.37,Yes,Yes,None,Community Plan,0,1
Private,67,19267.61,Weekly,Owned,2.0,No,5,Parent,71,26913.59,Yes,No,Freelance,Insurance,0,1
Private,14,23578.84,Biweekly,Rented,6.1,No,3,Friend,57,24187.48,Yes,No,Freelance,Community Plan,0,1
Public,55,26324.21,Biweekly,Owned,9.0,Yes,0,Sibling,49,26391.61,Yes,Yes,OFW Remittance,Insurance,0,0
Public,51,38993.99,Bimonthly,Owned,3.8,No,4,Friend,74,30284.13,No,No,Freelance,Savings,0,0
Private,65,32766.3,Weekly,Owned,2.7,Yes,2,Parent,75,33364.94,Yes,No,Freelance,None,0,0
Public,25,35778.08,Bimonthly,Rented,1.9,Yes,2,Parent,63,18333.18,Yes,No,Business,Community Plan,0,0
Public,46,32471.82,Weekly,Owned,7.7,No,1,Friend,65,18414.11,Yes,Yes,Freelance,Savings,0,0
Private,97,33218.38,Bimonthly,Owned,8.1,Yes,3,Parent,27,16351.22,No,Yes,Freelance,Insurance,0,0
Private,41,34894.35,Biweekly,Rented,8.8,No,1,Parent,101,43430.82,No,No,Freelance,Community Plan,0,0
Private,72,31569.02,Biweekly,Rented,5.7,Yes,3,Sibling,23,28414.49,Yes,No,None,None,0,0
Public,22,21161.92,Weekly,Owned,1.0,Yes,0,Spouse,79,28577.65,No,No,None,Insurance,0,0
Private,82,27980.53,Bimonthly,Owned,6.1,No,2,Friend,13,30159.83,Yes,Yes,None,None,0,0
Public,46,22155.7,Monthly,Rented,9.8,Yes,0,Sibling,18,37286.33,Yes,No,OFW Remittance,None,0,0
Public,86,43185.36,Monthly,Rented,7.2,Yes,2,Parent,87,40642.67,Yes,No,None,None,0,0
Private,50,31672.42,Monthly,Rented,8.1,Yes,4,Spouse,41,24763.06,No,Yes,Freelance,None,0,0
Public,49,28405.67,Bimonthly,Owned,4.9,Yes,1,Parent,32,26450.48,No,No,Business,Savings,0,0
Private,73,44130.13,Bimonthly,Rented,9.1,Yes,0,Friend,81,35348.89,No,Yes,Business,Insurance,0,0
Private,77,41975.68,Monthly,Rented,0.9,Yes,0,Spouse,21,22153.54,Yes,No,Business,None,0,0
Public,40,27909.21,Weekly,Rented,6.5,Yes,3,Parent,75,20058.27,No,No,Freelance,None,0,0
Private,62,26824.33,Bimonthly,Rented,0.9,No,0,Spouse,20,21804.58,No,Yes,Freelance,None,0,0
Public,82,35872.22,Weekly,Rented,0.7,No,2,Parent,68,23551.87,Yes,No,OFW Remittance,None,0,0
Private,6,26788.35,Biweekly,Rented,7.0,Yes,5,Spouse,62,39463.99,Yes,Yes,Freelance,Community Plan,0,0
Public,92,27423.17,Weekly,Rented,0.3,Yes,2,Parent,111,26932.02,Yes,No,Freelance,Savings,0,0
Public,27,25511.73,Bimonthly,Owned,3.8,No,4,Parent,64,26431.16,No,No,Business,Savings,0,0
Public,99,17855.6,Biweekly,Rented,6.9,No,1,Spouse,68,24820.06,No,Yes,OFW Remittance,Savings,0,0
Public,55,24138.04,Bimonthly,Owned,9.3,Yes,2,Sibling,17,44023.58,Yes,Yes,OFW Remittance,Insurance,0,0
Private,70,27380.12,Monthly,Owned,0.5,No,4,Parent,39,22767.84,Yes,Yes,Business,None,0,0
Private,103,37810.48,Biweekly,Rented,6.5,No,2,Parent,108,17099.03,Yes,Yes,None,Savings,0,0
Public,46,25302.06,Weekly,Rented,6.4,Yes,3,Parent,82,37212.35,No,No,Business,None,0,0
Public,69,28632.42,Monthly,Rented,0.5,Yes,2,Spouse,25,43639.84,No,Yes,Freelance,Savings,0,0
Private,42,32364.37,Monthly,Rented,7.4,No,2,Friend,15,24762.28,Yes,No,Freelance,Insurance,0,0
Private,11,26613.56,Weekly,Owned,2.5,Yes,1,Friend,89,33247.85,Yes,Yes,OFW Remittance,Savings,0,1
Private,64,43066.28,Bimonthly,Rented,1.4,Yes,4,Spouse,114,31230.35,No,No,Business,Savings,0,0
Public,17,41573.4,Biweekly,Owned,9.8,No,5,Parent,116,30697.45,No,No,None,Insurance,0,0
Public,80,26526.34,Biweekly,Rented,8.9,Yes,0,Sibling,32,27485.38,No,No,Freelance,Community Plan,0,1
Public,111,38675.1,Monthly,Rented,3.3,Yes,2,Sibling,91,26601.44,Yes,No,None,None,0,0
Private,62,39191.77,Monthly,Owned,3.8,No,2,Spouse,104,44330.93,Yes,No,Business,Community Plan,0,0
Public,27,33940.13,Weekly,Owned,2.2,Yes,1,Parent,66,17478.13,Yes,No,None,Savings,0,0
Private,30,36272.87,Bimonthly,Rented,1.6,Yes,1,Friend,113,16253.87,Yes,Yes,Business,Insurance,0,0
Public,56,38766.94,Bimonthly,Rented,1.9,No,2,Parent,81,44370.57,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,87,21893.25,Weekly,Rented,6.9,Yes,2,Parent,29,15809.83,Yes,No,OFW Remittance,None,0,0
Private,22,16799.85,Monthly,Owned,6.5,Yes,5,Parent,37,32659.79,No,Yes,OFW Remittance,Community Plan,0,0
Private,55,18168.47,Biweekly,Rented,1.7,No,5,Parent,49,29654.03,No,Yes,Freelance,Community Plan,0,1
Public,96,22155.48,Weekly,Rented,2.9,Yes,3,Friend,21,35763.63,No,Yes,Freelance,Insurance,0,0
Private,30,29683.25,Monthly,Rented,7.9,No,1,Sibling,91,24301.62,Yes,No,Freelance,Savings,0,0
Public,92,19651.38,Weekly,Rented,6.0,No,1,Friend,105,21765.26,No,Yes,OFW Remittance,Insurance,0,0
Public,35,17883.4,Bimonthly,Rented,4.6,Yes,1,Parent,73,19071.09,No,Yes,None,Savings,0,0
Private,91,41301.19,Monthly,Owned,3.9,Yes,1,Parent,89,30448.57,No,Yes,None,Insurance,0,0
Private,65,43886.22,Monthly,Rented,6.7,Yes,2,Parent,35,19226.22,No,Yes,None,Insurance,0,0
Private,113,37120.19,Bimonthly,Owned,9.9,No,5,Spouse,104,44559.45,Yes,No,Freelance,None,0,0
Public,38,38228.45,Weekly,Rented,0.2,Yes,5,Sibling,48,19984.66,Yes,No,Business,Savings,0,1
Public,71,34013.74,Bimonthly,Rented,0.8,No,0,Sibling,37,16708.56,Yes,No,Business,Community Plan,0,0
Private,86,40195.2,Bimonthly,Rented,5.9,Yes,5,Friend,115,17031.26,Yes,No,None,Savings,0,0
Public,85,22935.49,Bimonthly,Rented,2.6,Yes,0,Parent,59,25385.83,No,Yes,Freelance,None,0,0
Private,100,20786.48,Bimonthly,Owned,9.9,No,2,Sibling,32,34067.15,No,No,Business,Community Plan,0,0
Private,26,44927.19,Bimonthly,Rented,5.7,Yes,3,Parent,24,32479.74,Yes,No,None,Savings,0,0
Private,52,44087.2,Bimonthly,Rented,7.2,No,0,Spouse,28,36407.07,Yes,Yes,Freelance,None,0,0
Public,57,28920.19,Weekly,Rented,8.5,No,0,Sibling,92,16634.89,No,No,None,Insurance,0,0
Private,11,36818.35,Bimonthly,Owned,1.8,No,2,Parent,25,37810.44,No,No,OFW Remittance,None,0,0
Public,29,39294.37,Bimonthly,Owned,1.0,Yes,4,Spouse,98,15582.68,No,No,Business,None,0,0
Private,42,33703.61,Weekly,Rented,7.3,Yes,4,Spouse,54,18843.86,No,No,None,Savings,0,0
Private,119,43056.96,Biweekly,Rented,0.2,Yes,5,Parent,116,32627.29,Yes,No,None,None,0,0
Private,36,32013.48,Biweekly,Owned,2.6,No,2,Spouse,97,43390.12,No,Yes,Freelance,Savings,0,0
Public,43,35481.91,Weekly,Owned,0.2,No,4,Parent,96,20250.36,Yes,No,OFW Remittance,Savings,0,0
Private,26,21008.49,Monthly,Owned,4.3,Yes,2,Friend,84,33164.11,Yes,Yes,Business,Savings,0,0
Public,105,32017.39,Bimonthly,Rented,1.1,Yes,0,Parent,41,42200.23,No,Yes,None,Savings,0,0
Private,10,30497.78,Weekly,Owned,1.5,No,2,Friend,46,20391.06,Yes,No,None,Savings,0,0
Public,67,41983.81,Biweekly,Rented,5.1,No,5,Parent,47,15952.52,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,88,38005.93,Bimonthly,Rented,3.4,No,5,Friend,102,21592.7,No,Yes,Business,Insurance,0,0
Private,49,24137.84,Bimonthly,Owned,8.8,Yes,4,Friend,22,19564.62,Yes,Yes,Freelance,None,0,0
Public,43,24610.89,Monthly,Owned,10.0,No,4,Sibling,29,17494.61,Yes,No,Business,Community Plan,0,1
Private,88,31870.29,Monthly,Owned,5.5,No,5,Parent,24,18482.74,No,No,OFW Remittance,None,0,1
Public,32,23296.73,Biweekly,Owned,0.9,No,0,Parent,45,26373.82,No,Yes,Business,Savings,0,0
Public,33,18981.36,Monthly,Rented,4.8,No,1,Sibling,84,23840.3,Yes,No,OFW Remittance,Savings,0,1
Private,92,29305.58,Bimonthly,Owned,2.8,No,5,Spouse,78,24119.0,No,Yes,Business,None,0,0
Public,14,24300.42,Biweekly,Owned,2.6,No,5,Spouse,40,37437.45,No,Yes,None,Insurance,0,1
Public,79,20272.34,Biweekly,Owned,0.8,No,3,Spouse,58,37255.92,Yes,Yes,Freelance,Community Plan,0,0
Private,50,23592.11,Bimonthly,Owned,9.5,Yes,1,Spouse,98,16217.9,Yes,No,Business,Savings,0,0
Private,26,16499.83,Monthly,Rented,2.2,No,1,Sibling,16,22676.28,Yes,Yes,Business,Insurance,0,0
Public,95,19413.85,Monthly,Owned,3.3,No,5,Sibling,109,42941.78,No,No,None,Community Plan,0,0
Public,46,34292.77,Biweekly,Owned,5.2,No,2,Sibling,99,19697.28,No,Yes,OFW Remittance,Community Plan,0,0
Public,42,36053.88,Weekly,Rented,7.8,Yes,5,Spouse,96,21247.06,Yes,No,OFW Remittance,Community Plan,0,0
Public,106,23167.57,Monthly,Rented,4.7,Yes,5,Parent,35,34164.5,Yes,Yes,Business,Community Plan,0,0
Private,111,39357.62,Bimonthly,Owned,3.2,Yes,3,Sibling,71,40020.11,Yes,Yes,Freelance,Insurance,0,0
Private,28,23212.0,Monthly,Owned,4.8,Yes,1,Sibling,91,29257.99,No,No,OFW Remittance,Community Plan,0,0
Public,116,22692.28,Bimonthly,Owned,9.1,Yes,5,Sibling,107,22254.63,No,Yes,None,Community Plan,0,0
Private,97,26336.36,Monthly,Owned,7.3,Yes,3,Friend,113,27875.69,Yes,Yes,None,Savings,0,0
Private,12,26224.07,Bimonthly,Rented,7.9,No,3,Friend,82,30654.12,Yes,No,Freelance,None,0,0
Private,63,19077.83,Weekly,Owned,4.6,Yes,5,Parent,99,26353.2,Yes,Yes,OFW Remittance,Community Plan,0,1
Private,91,36532.07,Bimonthly,Owned,6.8,Yes,2,Spouse,14,18333.66,No,Yes,Freelance,None,0,0
Private,18,41274.58,Biweekly,Rented,6.1,No,0,Parent,39,20411.43,Yes,No,Freelance,Insurance,0,0
Public,6,20846.14,Bimonthly,Owned,1.3,No,5,Spouse,74,31287.79,No,No,None,Insurance,0,0
Public,19,44374.01,Biweekly,Owned,0.4,No,3,Friend,78,22896.79,Yes,Yes,Business,Savings,0,0
Private,71,37013.06,Biweekly,Owned,7.7,No,0,Sibling,93,32359.28,No,No,OFW Remittance,Savings,0,0
Private,101,32907.15,Monthly,Rented,3.6,Yes,3,Sibling,30,40117.7,Yes,No,Freelance,Community Plan,0,0
Public,13,19997.39,Bimonthly,Rented,1.0,Yes,3,Friend,97,22828.07,Yes,Yes,Business,None,0,0
Private,74,24795.93,Bimonthly,Owned,9.4,Yes,0,Parent,110,34618.1,Yes,No,Business,Insurance,0,0
Public,23,35164.91,Weekly,Rented,9.3,No,0,Parent,116,38230.91,Yes,No,Business,None,0,0
Private,22,23986.49,Weekly,Owned,7.3,Yes,0,Parent,94,29808.02,No,No,Business,None,0,0
Public,55,33355.2,Bimonthly,Rented,5.0,Yes,1,Spouse,59,23608.03,Yes,Yes,Freelance,Community Plan,0,0
Public,24,44052.43,Weekly,Rented,1.9,Yes,2,Spouse,63,28099.66,No,No,OFW Remittance,Insurance,0,0
Private,70,23782.45,Weekly,Owned,9.3,No,5,Parent,40,29955.89,Yes,No,OFW Remittance,None,0,1
Public,59,22118.35,Weekly,Rented,9.1,Yes,0,Parent,14,31673.36,Yes,No,Business,Community Plan,0,0
Public,92,32616.9,Weekly,Rented,5.4,No,5,Friend,56,27098.88,Yes,No,Business,Community Plan,0,1
Private,82,18249.56,Monthly,Owned,2.9,Yes,2,Parent,75,27118.53,No,Yes,Business,Community Plan,0,0
Public,72,18466.48,Bimonthly,Rented,9.5,No,4,Sibling,14,16252.38,No,No,Business,None,0,0
Public,51,40561.15,Biweekly,Owned,9.1,Yes,1,Parent,107,34896.3,No,Yes,Freelance,None,0,1
Private,81,21052.93,Weekly,Rented,9.6,Yes,3,Sibling,32,19619.05,No,No,None,Savings,0,0
Public,48,28072.38,Biweekly,Rented,5.1,No,4,Parent,115,36929.72,No,Yes,None,Savings,0,0
Private,114,16821.97,Weekly,Owned,6.9,No,1,Sibling,113,35628.32,Yes,Yes,OFW Remittance,Insurance,0,0
Public,54,30958.93,Weekly,Owned,7.5,No,2,Parent,27,18289.17,No,No,Business,Community Plan,0,0
Public,39,31233.33,Monthly,Owned,1.8,Yes,1,Spouse,10,22590.67,Yes,No,OFW Remittance,None,0,0
Public,112,28017.59,Monthly,Owned,2.0,Yes,3,Spouse,90,23018.87,No,Yes,Business,Insurance,0,0
Private,15,22162.43,Weekly,Rented,7.2,No,0,Parent,72,43697.69,No,No,Freelance,Savings,0,0
Private,88,17105.36,Monthly,Rented,6.9,No,0,Friend,83,19121.59,No,Yes,Freelance,Insurance,0,0
Private,37,15186.65,Bimonthly,Rented,0.8,Yes,3,Parent,93,27169.58,No,No,Freelance,Community Plan,0,1
Public,52,44872.19,Weekly,Owned,3.5,Yes,0,Parent,96,38537.69,Yes,Yes,None,Community Plan,0,0
Public,70,26000.85,Weekly,Owned,2.7,No,0,Friend,63,43351.84,No,No,Freelance,None,0,1
Private,48,22131.57,Weekly,Owned,1.6,No,3,Sibling,84,24480.4,Yes,No,None,Savings,0,1
Private,27,32398.32,Bimonthly,Rented,5.5,No,1,Friend,116,41494.81,Yes,Yes,Business,None,0,0
Public,77,33038.01,Bimonthly,Rented,3.2,Yes,5,Spouse,40,26651.0,No,Yes,None,Savings,0,0
Private,71,39026.07,Biweekly,Rented,9.4,No,3,Parent,40,17305.46,Yes,Yes,Freelance,Community Plan,0,0
Public,18,43464.35,Bimonthly,Rented,0.2,Yes,2,Parent,57,37818.69,Yes,Yes,Freelance,Savings,0,0
Public,20,41126.77,Biweekly,Rented,0.9,No,5,Friend,81,40492.7,No,Yes,OFW Remittance,Savings,0,0
Public,111,36709.47,Weekly,Owned,8.4,No,0,Spouse,11,30995.89,No,Yes,None,Savings,0,1
