Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Public,20,19328.11,Bimonthly,Rented,6.0,Yes,5,Parent,76,34107.96,No,Yes,Business,Savings,0,0
Public,62,39693.74,Biweekly,Owned,9.4,No,4,Sibling,36,20663.01,Yes,Yes,Business,Insurance,0,0
Public,54,23744.1,Bimonthly,Rented,4.4,Yes,3,Sibling,53,19025.41,No,No,Business,Insurance,0,1
Private,91,38001.69,Biweekly,Owned,9.9,No,3,Spouse,64,15645.68,Yes,Yes,OFW Remittance,Insurance,0,0
Private,77,38595.7,Weekly,Rented,3.4,No,3,Friend,77,31568.5,Yes,No,Business,Savings,0,0
Private,9,37636.25,Bimonthly,Rented,1.3,Yes,2,Friend,20,41391.82,Yes,Yes,OFW Remittance,Savings,0,0
Public,12,25026.95,Monthly,Owned,3.4,Yes,0,Friend,108,38624.53,No,No,OFW Remittance,Community Plan,0,0
Private,73,26831.38,Biweekly,Rented,4.9,No,3,Friend,28,43869.1,No,No,None,None,0,0
Private,52,17673.75,Weekly,Owned,4.8,No,2,Friend,61,43691.17,No,No,None,None,0,1
Private,36,18444.73,Weekly,Owned,4.6,No,5,Friend,86,42209.89,No,No,Business,Savings,0,1
Public,107,42441.75,Bimonthly,Rented,9.9,No,4,Parent,51,22748.9,No,Yes,OFW Remittance,None,0,0
Public,59,36938.37,Bimonthly,Rented,9.3,No,1,Friend,66,19653.48,Yes,Yes,Freelance,None,0,0
Private,48,41755.4,Biweekly,Owned,1.2,No,1,Parent,52,25810.2,Yes,No,Business,Community Plan,0,0
Private,45,37595.27,Bimonthly,Rented,4.5,Yes,1,Sibling,74,41417.47,Yes,Yes,Business,Savings,0,0
Public,75,32465.4,Bimonthly,Rented,9.2,Yes,2,Parent,52,39246.45,No,Yes,None,Community Plan,0,0
Private,23,30353.39,Monthly,Owned,3.7,Yes,1,Sibling,11,44797.9,Yes,No,Freelance,Community Plan,0,0
Private,38,24914.53,Monthly,Owned,1.6,No,0,Parent,24,29424.38,No,Yes,OFW Remittance,Community Plan,0,0
Public,40,38371.94,Biweekly,Owned,2.7,Yes,4,Sibling,108,20870.03,No,Yes,None,Community Plan,0,0
Private,70,39456.01,Monthly,Owned,8.4,No,3,Sibling,36,19238.41,Yes,Yes,Business,Insurance,0,0
Private,6,39253.05,Bimonthly,Owned,1.6,Yes,0,Parent,115,38699.6,Yes,No,None,Community Plan,0,0
Public,45,16731.92,Bimonthly,Owned,8.1,Yes,1,Parent,101,41282.35,No,No,None,Community Plan,0,0
Public,12,25880.41,Monthly,Owned,7.5,Yes,3,Friend,50,33862.32,Yes,No,Business,None,0,1
Private,76,40083.82,Biweekly,Owned,4.5,Yes,0,Sibling,79,22481.67,Yes,No,Freelance,Savings,0,0
Private,73,19836.05,Monthly,Rented,8.2,No,5,Parent,51,32055.7,No,No,OFW Remittance,Insurance,0,0
Private,76,29169.47,Monthly,Rented,4.4,No,3,Friend,92,27803.78,Yes,Yes,Business,None,0,0
Public,22,28393.29,Bimonthly,Owned,2.0,No,4,Spouse,91,37662.21,Yes,No,Business,Insurance,0,0
Public,54,17729.06,Bimonthly,Rented,8.8,Yes,1,Parent,50,32323.15,Yes,Yes,Business,Savings,0,0
Private,56,26900.35,Monthly,Owned,4.9,Yes,0,Spouse,55,16662.11,No,Yes,OFW Remittance,Insurance,0,0
Private,66,27500.39,Monthly,Rented,5.2,No,4,Sibling,52,35413.6,No,No,OFW Remittance,None,0,1
Private,13,34002.85,Biweekly,Rented,4.8,Yes,4,Sibling,77,34561.64,Yes,Yes,Freelance,Community Plan,0,0
Private,35,27347.8,Biweekly,Rented,0.2,Yes,3,Sibling,112,20008.37,Yes,Yes,None,Community Plan,0,0
Private,83,15969.55,Biweekly,Rented,5.0,Yes,4,Sibling,102,36521.62,No,Yes,Freelance,Insurance,0,0
Private,79,36184.72,Monthly,Owned,1.4,Yes,0,Spouse,47,20267.43,No,No,Freelance,None,0,0
Private,112,33168.41,Monthly,Rented,2.5,No,4,Sibling,82,41886.21,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,23,25994.59,Monthly,Rented,9.6,No,3,Parent,35,40679.58,No,Yes,None,None,0,0
Public,102,39021.81,Weekly,Owned,8.8,No,2,Sibling,77,20417.35,Yes,Yes,Freelance,Savings,0,0
Public,43,42353.16,Biweekly,Owned,3.3,Yes,1,Sibling,44,28015.68,No,Yes,OFW Remittance,Insurance,0,0
Public,120,31517.01,Bimonthly,Owned,4.2,No,0,Spouse,113,43135.04,Yes,No,None,None,0,0
Private,55,19989.2,Biweekly,Rented,8.7,No,4,Sibling,42,38417.84,Yes,Yes,Freelance,None,0,1
Private,92,26060.44,Monthly,Rented,4.5,Yes,5,Parent,116,32226.73,Yes,No,OFW Remittance,None,0,0
Private,106,38924.33,Monthly,Owned,8.8,No,1,Parent,44,31208.97,Yes,No,None,None,0,0
Private,96,26963.69,Monthly,Owned,8.1,No,5,Friend,70,37656.02,Yes,Yes,Freelance,None,0,1
Private,54,19348.6,Weekly,Rented,7.6,Yes,0,Sibling,26,28321.12,Yes,No,Business,None,0,1
Private,85,24228.48,Bimonthly,Rented,9.6,Yes,1,Friend,95,30529.35,Yes,Yes,Freelance,None,0,0
Public,114,32737.51,Bimonthly,Owned,7.6,No,2,Spouse,117,42390.96,No,No,None,Community Plan,0,0
Private,17,37914.3,Weekly,Owned,2.0,Yes,1,Parent,16,20695.68,Yes,No,None,None,0,0
Private,34,32318.64,Bimonthly,Owned,8.6,Yes,2,Friend,60,22919.14,No,No,OFW Remittance,Community Plan,0,0
Public,89,17519.59,Biweekly,Owned,4.1,No,5,Parent,21,21539.27,No,Yes,Business,Community Plan,0,0
Public,20,29828.89,Weekly,Owned,1.8,Yes,4,Spouse,95,32494.55,No,Yes,Freelance,Community Plan,0,0
Public,25,38188.75,Bimonthly,Rented,7.5,Yes,5,Sibling,57,39249.16,No,Yes,None,Savings,0,0
Private,10,39598.22,Weekly,Rented,3.6,Yes,0,Sibling,69,20086.75,Yes,No,Business,Insurance,0,0
Private,45,18925.2,Monthly,Owned,5.1,Yes,2,Sibling,92,43184.22,Yes,No,Freelance,Community Plan,0,1
Public,37,43623.21,Bimonthly,Rented,6.7,No,3,Friend,46,28830.48,No,No,Freelance,None,0,0
Public,102,33102.65,Bimonthly,Rented,9.3,Yes,1,Parent,11,26626.4,Yes,No,Freelance,Community Plan,0,0
Public,103,32295.36,Monthly,Rented,3.7,Yes,2,Sibling,26,32719.72,Yes,Yes,Business,None,0,0
Public,81,34683.57,Monthly,Rented,9.4,No,0,Friend,79,36259.59,Yes,No,OFW Remittance,None,0,0
Public,83,32184.21,Biweekly,Owned,2.9,No,5,Friend,55,34518.93,No,Yes,Freelance,Savings,0,0
Private,79,27704.89,Biweekly,Owned,5.1,Yes,1,Parent,92,17053.39,No,No,None,Insurance,0,0
Public,66,42780.75,Bimonthly,Rented,3.7,Yes,0,Parent,18,37315.41,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,89,30041.79,Bimonthly,Owned,1.6,No,3,Parent,114,23057.57,Yes,No,Business,Savings,0,0
Public,75,17984.93,Biweekly,Owned,8.8,Yes,5,Parent,47,29061.15,No,Yes,Freelance,Community Plan,0,0
Private,68,40493.93,Biweekly,Owned,3.7,No,1,Sibling,27,21668.88,Yes,No,Business,Community Plan,0,0
Private,101,36096.85,Bimonthly,Owned,5.2,Yes,4,Parent,80,29635.84,Yes,No,None,Community Plan,0,0
Private,56,33667.5,Bimonthly,Rented,1.4,No,4,Sibling,52,26580.03,No,No,Business,Savings,0,1
Private,88,34219.11,Bimonthly,Owned,7.4,Yes,4,Spouse,67,21460.01,No,No,OFW Remittance,Insurance,0,0
Public,102,32625.93,Biweekly,Owned,0.8,No,2,Friend,112,22474.84,No,No,None,Insurance,0,0
Private,41,32339.8,Weekly,Owned,3.3,No,2,Parent,44,40238.82,Yes,Yes,Freelance,Insurance,0,0
Public,117,26145.73,Bimonthly,Rented,0.7,Yes,4,Parent,57,22198.25,No,Yes,None,Community Plan,0,0
Public,22,30545.46,Weekly,Rented,0.8,Yes,3,Sibling,50,24781.05,Yes,Yes,Freelance,Insurance,0,1
Private,112,15735.88,Monthly,Owned,6.0,No,5,Spouse,82,21083.09,Yes,Yes,OFW Remittance,Insurance,0,1
Public,85,40294.87,Weekly,Rented,6.9,No,2,Spouse,68,39530.33,No,Yes,None,Insurance,0,0
Public,86,29051.77,Weekly,Rented,8.9,No,4,Spouse,95,16069.33,Yes,Yes,Business,Insurance,0,0
Public,119,43834.69,Monthly,Rented,6.4,No,1,Spouse,96,35890.71,No,Yes,None,Savings,0,0
Public,48,21477.79,Weekly,Rented,0.3,Yes,2,Friend,39,27868.78,No,Yes,OFW Remittance,Savings,0,0
Public,114,41367.54,Bimonthly,Owned,9.4,Yes,5,Parent,76,35806.64,Yes,Yes,Business,Community Plan,0,0
Public,18,16119.62,Weekly,Rented,7.0,No,2,Friend,53,17882.34,Yes,Yes,None,Community Plan,0,1
Private,95,30515.32,Bimonthly,Rented,6.5,Yes,0,Spouse,56,44092.01,No,Yes,None,Insurance,0,0
Private,6,32248.62,Bimonthly,Rented,1.3,No,0,Spouse,65,36289.32,Yes,No,None,None,0,0
Private,95,40469.8,Biweekly,Rented,7.3,Yes,4,Parent,96,28448.07,No,Yes,Freelance,Savings,0,0
Public,76,33770.83,Biweekly,Owned,9.9,No,0,Parent,30,38352.71,Yes,No,Freelance,None,0,0
Public,37,29945.04,Weekly,Owned,7.4,Yes,5,Sibling,103,24300.93,Yes,Yes,Freelance,None,0,0
Public,39,18689.47,Weekly,Owned,6.0,No,0,Parent,120,22793.29,No,Yes,None,Insurance,0,0
Private,40,43983.87,Biweekly,Owned,7.3,No,5,Spouse,62,23328.2,Yes,No,Freelance,Community Plan,0,0
Public,88,41179.37,Weekly,Rented,4.0,Yes,4,Spouse,96,17814.81,No,Yes,OFW Remittance,None,0,0
Public,19,25229.27,Bimonthly,Owned,7.8,Yes,5,Spouse,83,43744.54,No,No,OFW Remittance,Community Plan,0,1
Private,12,36612.34,Weekly,Owned,0.3,Yes,0,Parent,104,27986.43,No,No,Business,Savings,0,0
Private,85,24622.86,Monthly,Rented,8.0,No,1,Parent,86,16362.94,No,No,None,None,0,0
Public,73,25814.18,Biweekly,Owned,1.0,Yes,1,Sibling,62,18223.56,No,Yes,None,Community Plan,0,1
Private,18,39005.22,Biweekly,Owned,2.0,No,3,Friend,86,30175.32,Yes,No,None,Savings,0,0
Public,39,25940.35,Weekly,Owned,0.5,No,2,Parent,82,21226.2,Yes,No,None,Insurance,0,0
Public,22,17362.82,Weekly,Rented,0.4,No,1,Parent,94,16188.81,Yes,Yes,None,Savings,0,0
Private,30,35047.14,Biweekly,Rented,7.4,No,0,Sibling,47,37419.99,Yes,Yes,None,None,0,0
Private,68,16116.92,Monthly,Owned,7.7,No,4,Friend,112,22904.67,Yes,No,Business,None,0,0
Private,74,19250.4,Biweekly,Rented,4.1,No,5,Parent,18,42403.61,Yes,No,Freelance,Insurance,0,0
Public,51,27812.4,Weekly,Owned,9.7,No,5,Friend,70,40342.62,Yes,Yes,OFW Remittance,Insurance,0,0
Private,63,39369.93,Bimonthly,Owned,5.8,Yes,3,Friend,118,19093.63,Yes,No,None,Community Plan,0,0
Public,63,21180.75,Biweekly,Rented,5.0,No,3,Parent,57,25077.75,No,Yes,OFW Remittance,None,0,0
Public,64,18150.61,Bimonthly,Owned,9.2,Yes,4,Parent,40,32632.31,Yes,No,None,None,0,1
Private,76,35638.24,Weekly,Rented,3.4,No,1,Friend,19,37875.74,Yes,No,Business,Savings,0,0
Private,97,15646.06,Bimonthly,Owned,0.4,No,5,Sibling,68,26138.82,No,No,OFW Remittance,Savings,0,0
Public,19,20071.65,Weekly,Owned,1.8,Yes,5,Sibling,81,34234.33,Yes,No,OFW Remittance,Savings,0,1
Private,61,26391.52,Monthly,Owned,9.2,No,3,Sibling,79,31054.25,Yes,No,Business,Insurance,0,0
Private,85,32306.81,Weekly,Rented,2.6,No,3,Spouse,38,25098.18,Yes,Yes,None,Insurance,0,0
Public,49,33604.49,Weekly,Owned,2.0,Yes,4,Parent,92,23090.55,Yes,No,None,None,0,0
Private,53,27974.78,Weekly,Owned,2.9,No,4,Sibling,73,41693.64,No,Yes,None,Community Plan,0,1
Public,52,32402.94,Monthly,Owned,4.0,No,3,Friend,96,33322.64,No,Yes,None,Savings,0,0
Private,51,41614.2,Monthly,Owned,1.0,No,4,Friend,102,36484.52,No,Yes,OFW Remittance,Savings,0,0
Private,22,34809.18,Monthly,Owned,7.0,No,5,Parent,42,29361.13,No,No,OFW Remittance,Insurance,0,0
Public,69,37136.45,Biweekly,Rented,8.9,Yes,1,Sibling,18,41839.88,Yes,No,Business,Savings,0,0
Private,55,22361.09,Weekly,Owned,2.6,Yes,0,Sibling,62,22562.29,No,No,Freelance,None,0,0
Public,10,35759.62,Bimonthly,Owned,6.8,No,1,Sibling,105,35898.89,No,Yes,Freelance,Savings,0,0
Public,110,30013.22,Monthly,Owned,1.5,Yes,3,Friend,76,40425.19,No,No,Business,Community Plan,0,0
Public,82,23316.5,Bimonthly,Owned,3.3,No,1,Sibling,114,20519.93,Yes,Yes,OFW Remittance,Insurance,0,0
Public,20,43822.37,Biweekly,Owned,3.6,Yes,2,Friend,120,25271.01,Yes,No,Freelance,Savings,0,0
Public,41,28421.49,Biweekly,Owned,5.2,Yes,5,Sibling,40,17040.03,Yes,Yes,Business,Savings,0,0
Public,6,44999.54,Biweekly,Owned,6.3,No,0,Spouse,64,23741.29,Yes,No,Freelance,Insurance,0,0
Private,43,42330.67,Weekly,Owned,3.8,No,4,Parent,103,41822.6,No,No,Freelance,Community Plan,0,0
Private,96,28122.19,Biweekly,Owned,5.8,Yes,1,Sibling,24,41397.93,No,Yes,OFW Remittance,None,0,0
Private,82,16391.12,Weekly,Rented,7.4,Yes,1,Friend,25,42430.95,No,Yes,None,None,0,0
Public,116,33717.88,Bimonthly,Rented,6.3,Yes,1,Sibling,98,38490.57,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,112,38437.63,Weekly,Rented,1.7,Yes,4,Friend,103,21410.69,No,Yes,None,Insurance,0,0
Public,110,27961.54,Biweekly,Owned,9.7,Yes,5,Spouse,97,39804.42,Yes,Yes,Freelance,Insurance,0,0
Private,13,36360.52,Weekly,Rented,5.8,No,3,Friend,25,40443.85,No,Yes,OFW Remittance,None,0,0
Public,26,18008.8,Bimonthly,Owned,0.7,No,0,Spouse,94,42951.8,No,Yes,OFW Remittance,Community Plan,0,0
Public,49,15116.71,Biweekly,Owned,9.8,No,0,Parent,58,37931.79,Yes,No,Freelance,None,0,1
Public,52,36800.23,Bimonthly,Owned,2.7,Yes,0,Parent,89,34054.55,Yes,Yes,Freelance,Insurance,0,0
Private,89,23287.93,Biweekly,Owned,6.9,Yes,5,Sibling,83,43656.82,Yes,Yes,Business,Savings,0,1
Public,112,43557.63,Bimonthly,Owned,6.5,Yes,4,Sibling,61,19779.14,Yes,Yes,Freelance,Savings,0,0
Public,78,26753.79,Monthly,Rented,8.5,No,2,Spouse,32,27874.61,Yes,Yes,Business,Insurance,0,0
Private,37,39749.58,Bimonthly,Owned,5.5,No,4,Parent,118,20225.87,Yes,No,None,Community Plan,0,0
Private,43,41685.17,Monthly,Rented,6.8,No,3,Parent,59,43555.69,No,No,None,Community Plan,0,0
Public,18,41830.65,Bimonthly,Owned,8.2,Yes,3,Spouse,87,44327.47,Yes,No,Freelance,Insurance,0,0
Public,79,31218.19,Monthly,Rented,0.2,Yes,2,Spouse,105,32438.29,Yes,Yes,Freelance,Savings,0,0
Public,21,34171.39,Monthly,Owned,3.3,Yes,3,Parent,110,29762.12,Yes,No,Freelance,Insurance,0,0
Private,92,21175.04,Monthly,Owned,0.6,Yes,4,Spouse,63,30268.55,No,No,Business,Insurance,0,0
Public,6,15194.82,Bimonthly,Owned,7.0,Yes,2,Sibling,25,37866.59,Yes,Yes,Business,Insurance,0,1
Public,45,31230.45,Weekly,Rented,7.9,No,3,Parent,104,27634.81,Yes,No,None,Insurance,0,0
Private,116,16437.52,Biweekly,Owned,1.2,Yes,3,Spouse,18,33342.17,No,Yes,Business,None,0,0
Public,30,24138.51,Weekly,Rented,3.3,No,0,Friend,81,22122.5,No,No,None,Savings,0,0
Public,75,19285.56,Weekly,Rented,9.9,No,0,Sibling,50,44100.27,Yes,Yes,Business,None,0,0
Private,58,17118.42,Bimonthly,Rented,5.4,Yes,5,Parent,22,28510.88,Yes,No,None,Savings,0,0
Public,43,41334.68,Bimonthly,Owned,4.1,Yes,3,Parent,90,31811.48,No,No,OFW Remittance,Insurance,0,0
Private,45,32547.52,Monthly,Rented,1.4,Yes,1,Parent,15,27386.14,Yes,Yes,Business,Community Plan,0,0
Private,6,26592.15,Weekly,Rented,1.9,No,1,Spouse,20,21099.62,Yes,No,None,None,0,0
Private,80,22316.42,Monthly,Owned,4.1,Yes,2,Parent,78,43292.52,Yes,No,None,None,0,0
Public,29,40387.31,Weekly,Owned,0.3,Yes,2,Sibling,11,44072.02,Yes,No,Business,Community Plan,0,0
Public,15,15853.22,Bimonthly,Rented,3.1,Yes,0,Friend,10,42304.8,Yes,No,Business,Savings,0,0
Private,69,20154.95,Bimonthly,Owned,5.4,Yes,1,Parent,32,18607.09,No,Yes,Freelance,Community Plan,0,0
Private,16,24278.18,Bimonthly,Rented,8.5,No,3,Friend,103,16032.9,No,Yes,Freelance,Insurance,0,0
Private,28,16405.13,Biweekly,Owned,1.1,Yes,3,Friend,27,20321.38,No,No,OFW Remittance,None,0,0
Public,56,35262.0,Biweekly,Rented,5.2,Yes,5,Parent,102,24976.36,Yes,No,Business,Community Plan,0,0
Private,87,40507.28,Weekly,Owned,2.7,No,4,Sibling,50,26171.49,No,No,Business,None,0,0
Private,111,33816.46,Bimonthly,Rented,1.2,No,5,Friend,58,18398.09,No,No,None,Community Plan,0,0
Private,46,33989.56,Weekly,Owned,9.4,Yes,5,Friend,29,31024.06,Yes,No,None,Community Plan,0,0
Public,27,15965.26,Biweekly,Owned,2.0,No,5,Spouse,57,30586.42,Yes,No,None,Insurance,0,1
Private,7,27531.48,Bimonthly,Owned,5.7,No,1,Parent,86,32949.68,No,No,Business,Community Plan,0,0
Public,23,30481.56,Bimonthly,Rented,8.5,No,3,Spouse,87,22495.23,No,No,None,Community Plan,0,0
Public,19,31391.7,Monthly,Rented,5.1,No,4,Parent,118,43767.38,Yes,Yes,Freelance,Savings,0,0
Private,42,24192.02,Bimonthly,Rented,7.6,Yes,0,Spouse,89,29760.79,Yes,No,Business,None,0,1
Public,114,30178.96,Bimonthly,Owned,0.2,Yes,5,Sibling,105,31203.64,Yes,No,Freelance,Insurance,0,1
Private,80,28065.29,Biweekly,Owned,7.3,No,3,Friend,62,38578.2,Yes,Yes,OFW Remittance,Insurance,0,0
Private,48,26142.06,Weekly,Rented,6.3,Yes,2,Spouse,34,41084.33,No,No,Business,Community Plan,0,0
Public,43,22618.04,Biweekly,Owned,0.1,No,1,Sibling,20,25476.03,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,12,42364.65,Biweekly,Rented,8.1,No,0,Parent,109,18015.66,Yes,Yes,None,Savings,0,0
Public,25,23506.24,Bimonthly,Owned,9.8,Yes,1,Friend,78,44881.75,Yes,Yes,Business,Insurance,0,0
Private,95,19662.32,Bimonthly,Owned,5.5,No,5,Sibling,102,44654.92,No,Yes,Freelance,Insurance,0,0
Private,114,41049.59,Weekly,Owned,3.9,Yes,5,Sibling,111,37943.2,Yes,Yes,OFW Remittance,Savings,0,0
Public,113,27890.27,Weekly,Owned,0.3,No,0,Sibling,76,20020.34,Yes,No,Business,Community Plan,0,0
Public,99,30102.43,Monthly,Owned,3.1,No,2,Friend,96,26923.54,Yes,No,Freelance,Savings,0,0
Public,37,35106.78,Weekly,Rented,0.2,No,0,Parent,58,25657.96,Yes,No,None,Community Plan,0,0
Public,63,44778.86,Biweekly,Owned,6.2,No,1,Spouse,84,42330.8,No,No,Freelance,Insurance,0,0
Public,57,39156.31,Weekly,Rented,2.3,Yes,4,Friend,68,37680.25,No,No,Business,None,0,0
Private,24,27100.77,Monthly,Rented,9.3,No,3,Sibling,77,23624.62,Yes,Yes,Freelance,Savings,0,0
Private,48,41151.24,Bimonthly,Owned,7.5,No,4,Spouse,52,30110.46,Yes,Yes,None,Insurance,0,0
Private,108,17115.76,Biweekly,Rented,6.8,No,2,Spouse,63,17314.02,No,Yes,None,Community Plan,0,0
Private,55,26577.38,Weekly,Rented,1.5,No,5,Sibling,90,26004.49,Yes,Yes,None,None,0,0
Private,79,25347.37,Monthly,Rented,6.4,No,5,Spouse,78,15906.09,Yes,Yes,Freelance,Community Plan,0,0
Private,86,25287.9,Bimonthly,Owned,9.3,No,1,Friend,12,18461.83,Yes,No,Freelance,Community Plan,0,0
Public,45,44889.31,Weekly,Rented,4.5,No,5,Spouse,112,43118.52,Yes,No,Freelance,Community Plan,0,0
Private,86,17494.5,Weekly,Owned,6.1,Yes,3,Friend,52,26608.19,Yes,Yes,Business,None,0,0
Public,78,40400.3,Weekly,Rented,9.9,Yes,1,Parent,27,20657.43,Yes,Yes,None,Savings,0,0
Private,107,24361.7,Biweekly,Rented,9.0,No,2,Friend,33,16236.26,Yes,No,Business,Savings,0,0
Public,61,36522.16,Biweekly,Rented,0.3,Yes,4,Friend,31,32713.35,Yes,Yes,Freelance,None,0,0
Private,46,41660.43,Biweekly,Rented,0.6,Yes,0,Parent,101,35231.12,No,Yes,None,Community Plan,0,0
Public,111,18314.4,Weekly,Owned,0.7,Yes,1,Sibling,17,21459.77,No,No,OFW Remittance,None,0,0
Public,55,19288.28,Weekly,Owned,4.4,No,3,Parent,52,18954.19,Yes,Yes,Business,Savings,0,0
Private,74,21753.15,Biweekly,Rented,6.2,Yes,5,Parent,80,33260.3,Yes,Yes,Business,Community Plan,0,1
Private,38,33788.73,Monthly,Owned,5.3,No,5,Parent,100,22970.72,No,Yes,Freelance,Savings,0,0
Public,115,41123.41,Monthly,Owned,6.2,No,5,Sibling,59,28857.94,No,No,Business,Insurance,0,0
Public,49,25063.7,Weekly,Rented,0.4,Yes,2,Parent,114,30144.65,Yes,No,None,Insurance,0,1
Private,38,17381.11,Monthly,Rented,4.8,No,0,Sibling,96,16355.73,Yes,Yes,OFW Remittance,Community Plan,0,1
Public,9,22601.33,Weekly,Owned,1.5,Yes,1,Spouse,12,15136.33,No,No,None,Savings,0,0
Public,11,43688.96,Bimonthly,Rented,6.7,Yes,2,Parent,40,39801.54,Yes,Yes,OFW Remittance,Insurance,0,0
Public,78,21499.58,Bimonthly,Owned,3.0,No,3,Spouse,11,39025.46,No,Yes,None,Insurance,0,0
Private,117,44458.8,Biweekly,Rented,7.3,Yes,1,Sibling,53,17463.34,No,Yes,Business,Savings,0,0
Private,35,18372.79,Bimonthly,Owned,8.8,No,3,Sibling,109,29272.36,No,No,Freelance,Community Plan,0,1
Private,116,17597.91,Bimonthly,Owned,8.4,Yes,0,Parent,92,22971.76,No,No,OFW Remittance,None,0,0
Private,102,18979.29,Weekly,Rented,9.1,No,2,Sibling,80,26913.66,Yes,No,None,Community Plan,0,0
Private,10,26958.32,Monthly,Rented,2.3,No,2,Sibling,12,30313.03,Yes,Yes,None,Savings,0,1
Private,115,33080.89,Monthly,Rented,3.4,Yes,5,Friend,100,35402.68,Yes,Yes,Business,Insurance,0,0
Public,85,16723.42,Weekly,Rented,5.4,No,1,Sibling,59,38888.76,Yes,Yes,Freelance,Savings,0,0
Public,49,18077.31,Monthly,Owned,8.0,No,4,Friend,13,35346.9,No,Yes,Freelance,Community Plan,0,0
Private,47,38115.42,Biweekly,Rented,8.1,Yes,2,Sibling,79,19661.93,No,No,Freelance,Savings,0,0
Public,108,28636.78,Weekly,Rented,5.5,No,5,Sibling,112,38148.91,No,No,Freelance,Insurance,0,1
Private,45,33234.4,Biweekly,Owned,5.8,Yes,3,Friend,18,24223.2,No,Yes,Freelance,Community Plan,0,0
Private,108,28980.88,Monthly,Owned,4.2,Yes,3,Friend,27,36619.71,No,Yes,Business,None,0,0
Private,11,20791.73,Weekly,Owned,5.7,Yes,1,Sibling,65,26614.74,Yes,Yes,Freelance,None,0,0
Public,43,19675.42,Biweekly,Owned,2.6,Yes,1,Spouse,105,25986.34,No,Yes,None,Community Plan,0,1
Private,48,22145.37,Bimonthly,Owned,9.7,No,0,Parent,53,37086.64,Yes,Yes,OFW Remittance,Insurance,0,0
Private,46,29380.04,Weekly,Rented,1.1,Yes,5,Friend,67,20096.48,Yes,Yes,None,Savings,0,0
Private,118,26431.92,Bimonthly,Owned,3.8,No,4,Sibling,87,17397.73,Yes,No,Freelance,Insurance,0,0
Public,32,33993.21,Bimonthly,Rented,1.1,Yes,3,Spouse,38,18921.05,Yes,Yes,None,Savings,0,0
Public,60,16226.14,Bimonthly,Owned,9.8,No,0,Spouse,115,16229.68,Yes,No,Freelance,Savings,0,0
Private,48,36930.37,Bimonthly,Owned,9.1,Yes,1,Sibling,77,27132.76,Yes,Yes,OFW Remittance,Savings,0,0
Private,106,32384.5,Bimonthly,Owned,6.1,No,2,Parent,18,40116.15,No,Yes,Business,None,0,0
Public,68,24944.8,Weekly,Rented,5.6,Yes,3,Parent,47,36417.28,No,Yes,OFW Remittance,Insurance,0,0
Public,37,28120.97,Monthly,Rented,5.6,Yes,2,Friend,28,31932.04,Yes,No,None,Savings,0,0
Private,98,23992.65,Bimonthly,Rented,7.1,Yes,4,Friend,71,44283.49,Yes,Yes,OFW Remittance,None,0,0
Private,99,15640.5,Monthly,Owned,0.3,No,3,Sibling,57,21242.73,Yes,Yes,OFW Remittance,Savings,0,0
Public,10,42808.46,Monthly,Owned,8.3,No,0,Parent,79,43527.18,Yes,Yes,Freelance,Savings,0,0
Private,41,19765.05,Weekly,Rented,3.7,Yes,0,Sibling,81,33293.83,Yes,Yes,Business,None,0,0
Private,42,35809.0,Bimonthly,Owned,3.6,Yes,3,Sibling,80,32061.55,No,No,None,None,0,0
Private,102,37150.63,Bimonthly,Owned,7.1,No,4,Friend,97,15112.09,No,Yes,None,Insurance,0,0
Public,45,17079.0,Biweekly,Owned,7.3,No,1,Friend,30,34349.71,Yes,No,None,Insurance,0,1
Private,104,25533.85,Biweekly,Owned,5.8,No,3,Parent,21,30542.98,No,No,Business,Insurance,0,0
Private,25,25069.4,Weekly,Rented,7.9,Yes,2,Spouse,74,18918.05,No,Yes,Freelance,Savings,0,0
Public,84,16637.04,Biweekly,Rented,5.3,Yes,5,Spouse,82,39094.95,No,Yes,Business,Savings,0,0
Private,19,44945.11,Weekly,Rented,9.5,No,4,Friend,60,32021.69,No,Yes,Freelance,Savings,0,0
Private,65,33807.96,Bimonthly,Rented,3.8,No,0,Parent,52,37206.71,Yes,No,Business,None,0,0
Private,17,38550.13,Weekly,Owned,5.8,No,0,Sibling,48,38776.52,Yes,Yes,Freelance,None,0,0
Public,35,30837.69,Bimonthly,Owned,6.5,No,1,Parent,92,25144.64,No,Yes,Freelance,Insurance,0,0
Private,93,44022.34,Weekly,Rented,8.4,No,3,Friend,44,32515.45,Yes,Yes,OFW Remittance,None,0,1
Public,10,36282.45,Biweekly,Rented,8.4,Yes,2,Parent,99,23349.07,Yes,Yes,Business,None,0,0
Private,98,25072.95,Monthly,Owned,1.0,No,1,Sibling,83,38736.66,No,No,None,Savings,0,0
