Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,86,19911.09,Monthly,Owned,7.5,No,0,Parent,115,41701.72,No,Yes,Business,Insurance,0,0
Private,96,31587.79,Weekly,Rented,7.5,No,4,Spouse,38,32371.85,Yes,No,OFW Remittance,None,0,0
Public,67,20241.23,Weekly,Rented,2.8,Yes,0,Spouse,76,15050.64,Yes,No,Business,Insurance,0,0
Public,65,30505.56,Monthly,Rented,5.1,No,1,Parent,92,26920.42,Yes,Yes,Freelance,Community Plan,0,0
Private,20,38925.55,Bimonthly,Rented,6.2,No,5,Spouse,32,35301.72,No,No,Freelance,None,0,0
Public,42,41436.21,Weekly,Rented,3.7,Yes,5,Sibling,86,44308.03,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,33,24337.15,Monthly,Owned,4.9,Yes,1,Parent,45,15443.31,No,No,None,Savings,0,0
Private,38,31782.06,Weekly,Owned,7.9,No,1,Parent,120,33674.76,No,Yes,None,Community Plan,0,0
Private,62,31870.3,Bimonthly,Rented,6.3,No,3,Sibling,32,28275.96,No,No,Business,None,0,1
Public,65,34093.15,Bimonthly,Owned,0.7,Yes,5,Spouse,31,34992.59,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,25,15179.13,Monthly,Rented,6.8,No,0,Spouse,52,31306.11,Yes,No,Freelance,Community Plan,0,1
Private,35,29527.03,Weekly,Rented,10.0,No,2,Parent,77,15162.82,No,Yes,Freelance,Insurance,0,0
Public,91,25894.72,Bimonthly,Rented,8.1,Yes,5,Sibling,90,38143.45,Yes,No,OFW Remittance,Community Plan,0,0
Public,91,36314.68,Biweekly,Owned,0.1,No,4,Sibling,89,37715.18,No,Yes,None,Savings,0,0
Public,86,24361.06,Weekly,Owned,4.2,No,4,Sibling,101,26206.54,No,Yes,Business,Insurance,0,0
Public,74,23590.65,Biweekly,Rented,4.9,No,2,Sibling,66,18586.89,No,No,Freelance,None,0,0
Public,49,39017.99,Bimonthly,Owned,5.3,Yes,0,Friend,11,31581.59,Yes,No,OFW Remittance,Community Plan,0,0
Private,50,23746.78,Monthly,Rented,0.8,Yes,1,Parent,22,38153.65,No,Yes,None,Insurance,0,0
Private,79,25709.39,Bimonthly,Rented,5.8,No,5,Spouse,110,44620.93,No,No,Business,Savings,0,0
Private,107,44117.6,Monthly,Rented,6.5,Yes,3,Parent,51,22303.72,No,No,Business,Insurance,0,0
Private,44,17607.76,Bimonthly,Rented,9.6,No,5,Sibling,117,40394.31,Yes,No,Freelance,None,0,1
Private,107,17374.42,Biweekly,Rented,1.3,No,0,Parent,64,15156.23,Yes,Yes,OFW Remittance,Savings,0,0
Public,17,17767.16,Biweekly,Owned,9.2,No,2,Parent,86,34568.81,Yes,No,Freelance,Insurance,0,0
Private,18,19522.28,Weekly,Owned,4.8,Yes,5,Sibling,68,33232.41,No,Yes,None,Savings,0,0
Public,93,33864.38,Weekly,Rented,4.4,Yes,3,Parent,118,22290.18,Yes,No,OFW Remittance,None,0,0
Private,91,26884.81,Weekly,Rented,6.0,No,2,Sibling,41,43884.74,No,No,Business,None,0,0
Public,33,31405.24,Biweekly,Owned,5.6,No,3,Friend,91,16049.24,No,Yes,Business,Savings,0,0
Private,52,24802.25,Bimonthly,Owned,6.1,Yes,0,Sibling,48,31254.92,No,No,OFW Remittance,Savings,0,0
Public,49,41191.63,Monthly,Rented,8.1,No,3,Spouse,38,21254.6,No,No,Business,Insurance,0,0
Private,75,41034.1,Bimonthly,Rented,2.7,No,1,Friend,60,23748.33,No,Yes,None,None,0,0
Private,34,38842.67,Weekly,Rented,7.7,Yes,2,Spouse,59,41621.03,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,85,17199.75,Weekly,Rented,2.3,No,3,Parent,51,15708.9,No,Yes,None,None,0,0
Private,63,35557.63,Biweekly,Rented,8.8,Yes,0,Friend,39,28013.14,Yes,No,Business,Savings,0,1
Private,68,27266.06,Weekly,Owned,1.4,Yes,3,Spouse,97,17727.01,Yes,Yes,OFW Remittance,Insurance,0,1
Private,39,26540.53,Biweekly,Owned,3.2,No,5,Sibling,19,42990.88,Yes,No,OFW Remittance,Savings,0,1
Public,115,30483.31,Weekly,Owned,10.0,No,2,Sibling,117,35809.8,Yes,No,Business,None,0,0
Public,59,17822.22,Weekly,Owned,6.4,Yes,1,Friend,105,31528.69,No,No,None,Community Plan,0,0
Public,11,40868.79,Biweekly,Rented,1.0,No,2,Parent,46,31638.41,No,Yes,OFW Remittance,Community Plan,0,0
Public,118,31886.29,Biweekly,Owned,8.5,Yes,4,Spouse,57,21128.27,Yes,Yes,Business,Insurance,0,0
Private,81,32667.17,Biweekly,Owned,1.9,Yes,4,Parent,120,19709.01,Yes,Yes,None,None,0,0
Private,88,36357.28,Bimonthly,Owned,7.5,Yes,0,Spouse,40,31696.32,Yes,Yes,Business,Community Plan,0,0
Public,103,17522.69,Monthly,Owned,7.7,Yes,3,Friend,65,24610.43,No,No,OFW Remittance,Savings,0,1
Public,25,22208.53,Bimonthly,Rented,8.6,Yes,0,Spouse,65,41807.43,Yes,No,Freelance,Savings,0,0
Private,30,39206.76,Bimonthly,Rented,5.5,No,2,Friend,82,43247.7,No,Yes,Business,None,0,0
Private,84,19697.11,Biweekly,Rented,5.3,Yes,3,Parent,81,30545.78,Yes,Yes,OFW Remittance,Insurance,0,0
Private,16,43537.31,Monthly,Rented,7.1,No,4,Sibling,110,32953.7,Yes,No,OFW Remittance,Community Plan,0,0
Public,66,30522.46,Weekly,Owned,3.0,No,0,Spouse,62,30646.31,No,No,Freelance,Savings,0,0
Private,82,27882.01,Monthly,Owned,8.8,No,4,Parent,45,17896.17,No,No,None,None,0,0
Private,32,28607.52,Weekly,Rented,0.6,Yes,5,Parent,46,24096.55,Yes,No,Freelance,Community Plan,0,0
Private,7,34615.23,Weekly,Owned,0.7,No,0,Spouse,97,30509.77,No,Yes,Freelance,Insurance,0,0
Private,61,26582.13,Biweekly,Rented,7.3,Yes,0,Sibling,22,44910.45,No,No,None,Savings,0,0
Private,105,41296.9,Weekly,Owned,2.0,No,0,Friend,88,17055.48,Yes,Yes,Business,Savings,0,0
Public,77,39364.25,Bimonthly,Owned,6.0,Yes,1,Spouse,25,21824.58,Yes,Yes,Business,Savings,0,0
Public,19,29605.58,Bimonthly,Owned,8.8,Yes,4,Friend,56,24736.53,Yes,Yes,OFW Remittance,Savings,0,0
Private,92,36408.07,Bimonthly,Owned,5.2,No,5,Sibling,54,36403.58,Yes,No,OFW Remittance,Community Plan,0,0
Public,62,39023.31,Monthly,Rented,9.4,No,2,Spouse,53,18116.59,No,No,Business,Savings,0,0
Public,79,20238.58,Monthly,Owned,2.4,No,4,Spouse,52,40773.32,No,Yes,Business,None,0,0
Private,24,32127.34,Monthly,Owned,1.1,No,0,Sibling,83,25096.73,No,Yes,Freelance,Insurance,0,0
Private,49,21902.13,Monthly,Rented,3.0,No,1,Parent,10,20087.98,Yes,Yes,Freelance,None,0,0
Private,60,23042.18,Bimonthly,Rented,2.7,Yes,1,Parent,104,39511.96,Yes,No,OFW Remittance,Community Plan,0,0
Private,41,33847.27,Biweekly,Rented,8.3,Yes,1,Spouse,114,31109.44,No,Yes,Freelance,Savings,0,0
Private,119,31763.13,Weekly,Rented,0.1,Yes,2,Friend,31,30726.76,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,85,37863.66,Monthly,Owned,2.9,No,2,Spouse,37,26775.26,No,Yes,Business,None,0,0
Private,16,34970.91,Biweekly,Owned,0.4,No,1,Friend,48,24633.76,No,Yes,Business,Insurance,0,0
Private,107,20947.62,Biweekly,Owned,3.3,Yes,0,Parent,24,44949.27,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,111,31504.56,Weekly,Rented,7.1,No,4,Sibling,63,23345.24,Yes,No,OFW Remittance,Community Plan,0,1
Private,75,43117.89,Monthly,Rented,7.5,Yes,2,Spouse,86,17933.11,No,Yes,None,Insurance,0,0
Private,45,41543.72,Weekly,Owned,8.4,Yes,3,Parent,108,15343.11,No,No,Business,Insurance,0,0
Private,96,22780.96,Monthly,Owned,3.7,Yes,1,Friend,107,31300.09,No,No,Business,None,0,0
Public,51,23071.57,Monthly,Owned,5.4,Yes,4,Friend,92,42850.65,Yes,Yes,OFW Remittance,Savings,0,0
Public,53,31613.66,Biweekly,Owned,4.5,No,0,Parent,66,37153.73,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,30,26289.93,Weekly,Owned,2.6,Yes,4,Spouse,13,37369.95,No,Yes,Freelance,None,0,1
Private,92,33420.76,Monthly,Owned,2.3,No,1,Friend,41,24168.7,No,No,Freelance,None,0,0
Private,48,30603.07,Bimonthly,Owned,2.5,No,2,Spouse,83,44535.06,Yes,No,OFW Remittance,Insurance,0,0
Private,101,26021.9,Biweekly,Rented,3.7,Yes,0,Parent,34,44368.77,No,No,Business,Savings,0,0
Private,111,28176.2,Bimonthly,Owned,9.4,Yes,3,Sibling,76,16567.46,Yes,No,OFW Remittance,Insurance,0,0
Public,76,15908.09,Weekly,Owned,1.5,No,2,Sibling,103,32250.57,No,Yes,Business,Savings,0,0
Public,36,43924.98,Weekly,Owned,7.6,Yes,5,Friend,76,24624.8,Yes,No,None,Community Plan,0,0
Public,63,22778.92,Biweekly,Rented,4.5,Yes,1,Friend,83,25066.91,Yes,Yes,None,Savings,0,0
Private,34,42598.38,Monthly,Owned,5.5,Yes,5,Friend,25,35135.51,Yes,No,Business,Savings,0,0
Private,76,21652.05,Bimonthly,Owned,8.2,No,5,Sibling,54,34395.94,No,No,None,Community Plan,0,0
Public,83,36893.42,Monthly,Rented,1.4,Yes,3,Sibling,92,34332.87,No,Yes,OFW Remittance,Savings,0,0
Private,12,18647.14,Biweekly,Rented,2.2,Yes,0,Spouse,17,37558.16,Yes,Yes,None,Insurance,0,0
Private,15,35313.97,Monthly,Owned,1.4,No,0,Friend,11,38945.78,No,No,Business,Savings,0,0
Private,14,38606.85,Biweekly,Owned,1.4,No,2,Parent,97,42586.48,No,Yes,None,Insurance,0,0
Public,70,17828.55,Biweekly,Rented,1.5,Yes,4,Parent,14,22067.28,Yes,No,OFW Remittance,None,0,1
Private,16,16686.93,Monthly,Rented,1.1,Yes,4,Friend,31,35489.21,No,Yes,None,Insurance,0,0
Private,47,23375.83,Monthly,Owned,0.3,No,0,Spouse,113,32588.79,Yes,Yes,Freelance,None,0,0
Public,40,16170.03,Weekly,Rented,4.2,No,0,Sibling,120,25240.01,Yes,No,Business,Community Plan,0,0
Private,108,17074.15,Weekly,Owned,1.7,No,4,Sibling,80,22680.06,Yes,No,Freelance,Community Plan,0,0
Private,27,41840.41,Weekly,Owned,9.1,No,3,Sibling,58,42167.62,Yes,Yes,OFW Remittance,None,0,0
Public,17,24642.31,Weekly,Rented,6.6,Yes,3,Sibling,23,32235.24,Yes,Yes,OFW Remittance,Insurance,0,0
Private,28,33724.25,Biweekly,Rented,9.0,Yes,5,Sibling,69,44093.68,Yes,Yes,Freelance,Insurance,0,0
Public,83,29227.69,Monthly,Owned,6.6,Yes,3,Parent,11,34138.8,No,Yes,None,Insurance,0,0
Public,89,20041.04,Weekly,Rented,2.0,No,0,Parent,116,31464.05,No,No,OFW Remittance,None,0,0
Private,63,17658.92,Weekly,Rented,4.5,Yes,3,Sibling,119,18261.09,No,No,None,Community Plan,0,0
Private,52,38394.12,Weekly,Rented,0.5,No,1,Friend,50,42470.06,No,No,Business,None,0,0
Private,26,27255.08,Bimonthly,Owned,1.9,No,5,Sibling,103,43173.05,No,Yes,Freelance,Savings,0,0
Private,10,39055.44,Bimonthly,Rented,6.6,No,0,Parent,107,28816.98,Yes,No,Freelance,Savings,0,0
Public,84,25440.98,Weekly,Rented,3.4,Yes,3,Spouse,35,15302.61,Yes,No,OFW Remittance,Community Plan,0,0
Private,31,16547.69,Monthly,Rented,4.2,No,2,Sibling,50,26536.79,No,Yes,Business,None,0,1
Public,79,33070.17,Weekly,Owned,3.1,Yes,1,Parent,22,34594.91,No,No,Business,Community Plan,0,0
Public,88,29949.08,Monthly,Owned,2.5,Yes,4,Sibling,44,19257.42,No,Yes,None,Community Plan,0,0
Private,63,32964.33,Weekly,Owned,1.1,Yes,2,Spouse,91,18240.6,No,Yes,Business,None,0,0
Public,101,17929.94,Bimonthly,Owned,6.6,No,0,Sibling,64,25582.62,Yes,No,Business,Community Plan,0,0
Public,19,21312.51,Bimonthly,Owned,1.0,No,5,Spouse,116,24738.44,No,No,OFW Remittance,Savings,0,1
Public,14,35709.78,Monthly,Rented,8.1,No,3,Friend,31,39659.99,No,No,Freelance,Savings,0,0
Public,57,25990.94,Monthly,Owned,0.4,No,0,Sibling,111,17920.64,Yes,Yes,Business,None,0,0
Private,114,40976.28,Monthly,Owned,4.2,Yes,0,Spouse,10,29048.08,Yes,No,OFW Remittance,None,0,0
Public,28,30656.76,Monthly,Rented,2.4,Yes,0,Sibling,67,26357.1,No,No,Business,Insurance,0,0
Public,50,18839.61,Monthly,Rented,2.4,No,4,Parent,27,25933.36,Yes,Yes,Freelance,Community Plan,0,1
Public,33,19516.9,Monthly,Rented,3.7,No,3,Spouse,30,26693.72,No,No,None,Insurance,0,1
Private,74,32823.24,Monthly,Owned,0.2,No,3,Parent,29,34962.85,No,Yes,None,None,0,0
Private,16,16486.08,Biweekly,Rented,3.9,Yes,1,Sibling,24,17076.42,Yes,Yes,Freelance,Insurance,0,0
Private,102,29779.32,Weekly,Owned,5.5,No,5,Friend,106,37458.29,Yes,Yes,OFW Remittance,Savings,0,0
Private,39,22086.38,Monthly,Owned,5.8,No,5,Sibling,40,40458.44,Yes,Yes,Freelance,Insurance,0,0
Public,94,44319.56,Bimonthly,Owned,1.2,No,5,Friend,63,29270.81,Yes,Yes,OFW Remittance,None,0,0
Public,48,30056.03,Bimonthly,Owned,1.7,No,4,Parent,108,33283.82,No,Yes,Business,Savings,0,0
Public,59,23148.18,Biweekly,Owned,6.5,No,4,Sibling,11,43419.88,No,No,Freelance,None,0,1
Private,110,16223.29,Bimonthly,Owned,0.8,No,4,Sibling,53,42500.42,No,Yes,Freelance,None,0,0
Public,78,34083.63,Biweekly,Rented,2.8,No,0,Friend,10,40284.61,No,No,OFW Remittance,Community Plan,0,0
Public,99,15130.37,Monthly,Owned,1.0,Yes,1,Friend,51,27529.12,No,Yes,OFW Remittance,None,0,0
Public,27,37985.13,Bimonthly,Rented,6.5,Yes,4,Friend,32,36018.61,Yes,Yes,Freelance,Savings,0,1
Public,32,40693.16,Bimonthly,Rented,1.9,No,1,Sibling,79,42529.29,Yes,No,Business,None,0,0
Private,75,28448.26,Bimonthly,Owned,8.1,Yes,5,Sibling,66,20323.66,No,No,OFW Remittance,Savings,0,0
Public,119,41606.15,Monthly,Rented,1.5,Yes,5,Friend,120,34912.71,No,Yes,Business,Insurance,0,0
Public,71,25816.98,Weekly,Owned,9.8,No,5,Spouse,99,22781.87,Yes,Yes,Freelance,Community Plan,0,0
Private,19,41537.03,Monthly,Rented,3.1,No,4,Friend,59,34203.4,Yes,No,Freelance,Community Plan,0,1
Private,37,17116.21,Monthly,Rented,1.8,No,2,Sibling,26,40082.73,Yes,No,Freelance,Community Plan,0,0
Private,87,21108.4,Monthly,Rented,3.9,No,2,Sibling,103,31424.2,No,Yes,OFW Remittance,Savings,0,1
Public,29,36480.04,Bimonthly,Rented,8.3,Yes,3,Spouse,46,42414.89,Yes,Yes,None,Savings,0,0
Private,58,25283.96,Biweekly,Rented,9.4,No,2,Parent,110,30812.95,No,No,Freelance,Insurance,0,0
Private,19,30523.82,Biweekly,Rented,4.2,No,2,Spouse,43,41870.59,Yes,Yes,None,None,0,0
Private,48,28196.38,Biweekly,Owned,6.9,No,2,Spouse,96,35590.16,No,No,Freelance,Insurance,0,0
Public,23,36087.23,Monthly,Owned,4.8,No,3,Sibling,59,41278.51,Yes,No,Business,Insurance,0,0
Public,69,44483.56,Monthly,Owned,1.5,No,5,Parent,61,33283.11,No,No,Business,Community Plan,0,0
Private,20,15405.61,Monthly,Rented,5.7,Yes,1,Spouse,39,19013.82,No,Yes,Freelance,Community Plan,0,0
Public,95,20233.91,Bimonthly,Rented,6.1,Yes,5,Friend,37,38862.23,No,No,Business,Community Plan,0,1
Public,111,33876.46,Monthly,Rented,3.2,Yes,0,Friend,78,31002.59,No,Yes,Freelance,Savings,0,0
Public,54,37496.12,Monthly,Owned,2.9,No,0,Friend,65,28881.58,No,No,None,Savings,0,0
Public,33,34231.19,Monthly,Owned,3.1,Yes,0,Parent,114,40153.28,Yes,Yes,Business,Savings,0,0
Private,18,23283.19,Weekly,Owned,4.4,Yes,0,Sibling,63,19099.18,No,No,Business,None,0,0
Public,36,29719.86,Biweekly,Rented,6.9,Yes,5,Spouse,38,34412.79,Yes,Yes,None,Community Plan,0,0
Public,65,21258.19,Bimonthly,Owned,0.4,No,3,Sibling,55,29833.94,Yes,Yes,Freelance,Community Plan,0,0
Private,102,44781.23,Bimonthly,Owned,1.0,Yes,1,Friend,112,25570.07,Yes,No,OFW Remittance,None,0,1
Private,79,24544.29,Weekly,Owned,6.6,No,4,Parent,20,18971.11,Yes,Yes,None,Savings,0,0
Private,60,34883.5,Biweekly,Owned,2.7,Yes,0,Parent,91,33503.85,No,No,OFW Remittance,None,0,0
Public,92,41396.55,Biweekly,Owned,9.3,No,1,Spouse,77,20985.24,Yes,Yes,None,Insurance,0,0
Public,69,20966.59,Bimonthly,Owned,9.8,No,5,Sibling,33,26314.29,Yes,Yes,OFW Remittance,Community Plan,0,0
Public,87,26094.49,Weekly,Owned,6.3,No,3,Spouse,109,26119.74,Yes,Yes,Business,Insurance,0,0
Private,32,21921.44,Weekly,Owned,4.2,No,3,Spouse,68,44633.75,Yes,No,Business,Insurance,0,1
Private,18,33189.07,Monthly,Owned,4.5,No,4,Spouse,112,32928.81,No,Yes,Business,None,0,0
Public,79,19419.92,Biweekly,Rented,4.3,Yes,2,Friend,50,27338.57,No,No,Freelance,Savings,0,0
Private,25,36261.35,Weekly,Rented,0.2,Yes,4,Parent,89,22852.86,Yes,No,OFW Remittance,Savings,0,0
Private,111,27604.32,Monthly,Rented,9.3,Yes,4,Parent,63,36049.02,Yes,Yes,Freelance,None,0,0
Public,105,26191.89,Monthly,Owned,7.1,Yes,1,Spouse,26,30394.67,No,No,OFW Remittance,Insurance,0,0
Private,53,40639.61,Bimonthly,Rented,6.1,No,0,Spouse,29,17516.08,No,No,Freelance,Savings,0,0
Private,64,16281.36,Monthly,Rented,2.0,No,0,Friend,62,32422.03,No,Yes,None,None,0,0
Private,7,43019.65,Weekly,Owned,3.0,Yes,0,Sibling,119,23350.78,No,Yes,Freelance,Community Plan,0,0
Public,9,37296.88,Biweekly,Owned,2.8,No,3,Sibling,112,43579.26,No,No,Business,Community Plan,0,1
Public,86,15377.29,Bimonthly,Owned,6.9,Yes,3,Spouse,57,28727.22,Yes,Yes,OFW Remittance,None,0,0
Public,109,34561.1,Monthly,Owned,6.5,No,2,Parent,57,24437.03,No,Yes,Business,None,0,0
Private,74,21505.68,Biweekly,Rented,0.6,No,5,Sibling,112,42649.59,Yes,No,Business,None,0,0
Public,53,44020.35,Monthly,Owned,0.6,Yes,0,Friend,69,18343.09,No,Yes,Freelance,Insurance,0,0
Private,36,43878.93,Monthly,Rented,1.5,Yes,1,Friend,94,19938.11,No,Yes,OFW Remittance,None,0,0
Private,79,22320.55,Weekly,Rented,1.1,No,4,Spouse,97,34707.66,No,Yes,None,Savings,0,0
Public,82,29691.8,Weekly,Rented,2.0,Yes,0,Spouse,74,25854.69,No,No,OFW Remittance,Insurance,0,0
Public,56,23661.86,Monthly,Owned,9.2,No,5,Parent,87,35824.46,No,No,None,Savings,0,0
Public,109,23789.79,Biweekly,Rented,6.5,Yes,0,Spouse,116,43656.54,No,No,OFW Remittance,None,0,0
Private,113,18937.17,Bimonthly,Owned,2.5,Yes,0,Parent,87,25832.44,Yes,No,Freelance,Insurance,0,0
Public,12,40009.45,Biweekly,Owned,4.2,No,0,Sibling,52,26401.99,Yes,No,Freelance,Community Plan,0,0
Private,50,38415.08,Bimonthly,Rented,0.1,No,4,Sibling,52,32773.05,Yes,Yes,None,Insurance,0,1
Public,55,15074.08,Monthly,Owned,4.4,No,0,Sibling,56,38246.46,Yes,Yes,Business,Insurance,0,0
Private,83,15189.42,Monthly,Rented,6.4,No,0,Spouse,79,37586.91,No,Yes,Business,Insurance,0,0
Public,39,36306.23,Biweekly,Rented,6.7,No,3,Spouse,83,23138.29,No,No,Business,Community Plan,0,0
Private,113,37351.25,Biweekly,Owned,3.8,Yes,3,Friend,100,35543.47,No,No,Business,None,0,0
Public,16,29258.28,Biweekly,Owned,9.5,No,0,Sibling,57,26693.0,Yes,No,OFW Remittance,Insurance,0,1
Public,113,40391.95,Bimonthly,Owned,6.4,Yes,1,Spouse,84,23081.84,No,No,None,Community Plan,0,0
Public,7,16631.67,Weekly,Rented,2.6,No,4,Parent,93,34197.72,Yes,Yes,OFW Remittance,None,0,0
Public,86,39593.72,Bimonthly,Rented,2.0,No,4,Spouse,59,22361.3,Yes,No,Business,Community Plan,0,0
Public,87,21815.88,Biweekly,Owned,3.0,No,0,Sibling,62,24151.44,Yes,No,None,None,0,0
Private,39,40588.77,Weekly,Owned,3.8,No,1,Spouse,19,28361.43,No,Yes,Business,None,0,0
Private,75,37210.91,Monthly,Owned,1.6,Yes,4,Sibling,11,26578.64,No,Yes,OFW Remittance,Savings,0,0
Public,11,41921.8,Monthly,Owned,5.5,Yes,1,Sibling,46,43974.45,No,Yes,OFW Remittance,Insurance,0,0
Private,53,20758.5,Biweekly,Rented,0.6,No,1,Sibling,106,27843.93,Yes,No,None,Savings,0,0
Private,107,44189.94,Weekly,Owned,6.8,No,3,Friend,49,16037.47,Yes,No,None,Community Plan,0,0
Public,71,43589.53,Weekly,Rented,9.1,Yes,4,Friend,42,22230.64,No,No,Freelance,None,0,0
Private,15,31733.43,Weekly,Owned,2.6,No,0,Spouse,94,37898.57,No,Yes,None,Savings,0,0
Private,111,16567.84,Weekly,Rented,7.0,No,5,Friend,112,17159.9,No,No,Business,Insurance,0,0
Private,99,25963.14,Monthly,Owned,9.8,Yes,1,Friend,64,18373.96,Yes,No,Business,None,0,0
Public,68,33905.53,Bimonthly,Rented,9.1,Yes,4,Parent,116,16495.05,Yes,No,OFW Remittance,Savings,0,0
Private,26,31965.93,Biweekly,Owned,0.4,No,2,Spouse,42,17508.11,No,No,None,Insurance,0,0
Private,90,29832.38,Monthly,Rented,5.4,No,1,Parent,46,15618.54,Yes,Yes,None,Insurance,0,0
Public,34,18550.95,Bimonthly,Rented,0.6,Yes,2,Spouse,43,16660.39,No,Yes,Freelance,None,0,0
Private,68,28579.92,Weekly,Rented,2.3,No,3,Friend,24,29378.15,Yes,No,Business,Savings,0,0
Private,93,39214.29,Bimonthly,Owned,8.9,Yes,0,Parent,59,40353.54,Yes,Yes,None,Community Plan,0,0
Public,37,38207.91,Biweekly,Rented,4.8,No,5,Spouse,119,32072.74,No,No,Freelance,Community Plan,0,0
Private,105,16407.15,Bimonthly,Rented,8.8,Yes,4,Parent,84,24306.32,Yes,No,OFW Remittance,Savings,0,0
Private,88,16118.45,Monthly,Rented,3.5,Yes,3,Spouse,55,35368.61,No,Yes,Freelance,Savings,0,0
Private,64,35668.35,Monthly,Rented,3.6,No,5,Parent,92,22646.82,No,Yes,Business,Savings,0,0
Public,57,26862.9,Weekly,Owned,8.2,No,3,Friend,90,19719.66,No,No,Business,Savings,0,0
Private,28,37963.86,Bimonthly,Owned,3.0,No,0,Friend,100,38266.02,Yes,Yes,None,None,0,0
Private,105,37559.73,Bimonthly,Owned,1.6,No,2,Parent,88,35751.68,Yes,No,Freelance,Insurance,0,0
Private,94,17801.25,Biweekly,Owned,1.2,No,4,Parent,15,20636.17,No,Yes,Freelance,Savings,0,0
Private,109,31756.31,Bimonthly,Rented,0.3,No,3,Sibling,35,29729.17,No,No,Business,Community Plan,0,0
Public,30,43351.19,Monthly,Rented,6.4,Yes,0,Friend,61,20633.85,Yes,No,OFW Remittance,Insurance,0,0
Public,67,34772.31,Bimonthly,Rented,4.2,Yes,3,Sibling,37,20135.04,No,Yes,None,Community Plan,0,0
Private,10,19111.54,Monthly,Rented,9.5,No,2,Friend,28,26766.7,No,No,None,Savings,0,0
Public,115,37682.47,Weekly,Owned,2.6,Yes,4,Friend,95,15283.17,Yes,No,OFW Remittance,None,0,0
Public,39,19196.49,Biweekly,Owned,8.0,Yes,5,Parent,84,40372.99,Yes,Yes,Business,Savings,0,0
Public,17,26971.97,Biweekly,Owned,6.6,No,1,Parent,90,44180.52,No,Yes,None,None,0,0
Private,46,38501.82,Monthly,Rented,3.5,No,5,Parent,50,41036.1,No,No,None,None,0,0
Private,116,36788.2,Weekly,Rented,1.2,No,1,Sibling,45,32716.16,No,Yes,Business,Savings,0,0
Public,66,41953.98,Bimonthly,Rented,0.4,No,1,Spouse,72,34644.04,Yes,Yes,None,Community Plan,0,0
Public,78,36732.1,Monthly,Rented,7.7,Yes,2,Spouse,66,37987.44,No,No,Freelance,None,0,0
Private,54,29108.04,Weekly,Rented,6.4,No,2,Sibling,24,27246.51,No,No,Business,Community Plan,0,1
Private,108,24817.98,Monthly,Owned,1.6,No,1,Sibling,104,44525.65,No,No,OFW Remittance,Community Plan,0,0
Public,85,24204.46,Biweekly,Owned,8.5,No,4,Spouse,11,28206.22,Yes,Yes,Business,None,0,0
Public,16,19242.93,Weekly,Rented,9.5,Yes,0,Sibling,13,23232.64,Yes,No,OFW Remittance,Savings,0,0
Private,81,34053.92,Bimonthly,Rented,4.8,No,0,Spouse,118,24421.37,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,88,17982.62,Biweekly,Owned,5.2,Yes,1,Sibling,74,36062.03,Yes,Yes,OFW Remittance,None,0,0
Private,64,38153.85,Bimonthly,Rented,6.4,Yes,3,Sibling,63,38694.19,Yes,Yes,Freelance,Savings,0,0
Private,102,19574.33,Bimonthly,Owned,6.1,No,3,Spouse,69,37723.51,Yes,Yes,Freelance,Community Plan,0,0
Private,82,35852.37,Bimonthly,Owned,5.7,No,3,Spouse,23,19196.61,No,No,OFW Remittance,Savings,0,0
Private,81,37147.04,Weekly,Owned,9.4,Yes,0,Friend,97,38023.63,Yes,No,Freelance,None,0,0
Public,80,42782.9,Bimonthly,Owned,9.7,No,5,Parent,63,28421.75,Yes,Yes,None,Insurance,0,0
Private,41,36185.0,Biweekly,Rented,3.5,Yes,1,Parent,19,35745.43,Yes,No,None,Insurance,0,0
Public,27,31064.64,Bimonthly,Owned,6.6,Yes,2,Parent,111,26032.55,Yes,Yes,OFW Remittance,Community Plan,0,1
Public,67,20849.01,Monthly,Owned,6.6,Yes,2,Friend,25,28928.27,Yes,Yes,None,None,0,0
Private,99,18651.39,Biweekly,Rented,5.6,Yes,2,Parent,59,29681.65,No,Yes,Freelance,Community Plan,0,0
Private,120,24015.62,Monthly,Owned,4.1,Yes,4,Friend,87,31392.24,Yes,No,Business,Community Plan,0,1
Private,102,40245.69,Bimonthly,Owned,2.9,Yes,5,Parent,36,34182.49,No,Yes,Business,Community Plan,0,0
Public,117,17766.34,Monthly,Rented,4.1,Yes,2,Parent,59,37003.34,No,Yes,Freelance,Community Plan,0,0
Public,118,34382.85,Weekly,Rented,9.4,No,2,Sibling,96,37476.39,Yes,No,OFW Remittance,None,0,0
