Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Emp_Tenure,Comaker_Net_Salary,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,82.729,37723.426,Bimonthly,Owned,3.5269768,No,2.6938715,Friend,-0.21539012,0.99999034,Leader,Frequently,Business,Community Plan,0.12021399,0.03291105
Private,94.197784,38832.918,Bimonthly,Owned,3.6791193,No,2.4024024,Friend,-0.17752889,0.9999969,Leader,Frequently,Business,Community Plan,0.1872913,0.10365464
Private,87.425,38377.613,Bimonthly,Owned,3.4475043,No,2.5876112,Friend,0.15167987,0.99996483,Leader,Frequently,Business,Community Plan,-0.023384249,0.043256573
Private,81.73599,39843.945,Bimonthly,Owned,3.7472057,No,2.6274016,Friend,-0.192848,0.9998785,Leader,Frequently,Business,Community Plan,0.08008337,0.093090124
Private,90.06208,39856.355,Bimonthly,Owned,3.7129002,No,2.733907,Friend,0.032548897,0.99996823,Leader,Frequently,Business,Community Plan,0.07895035,-0.010949731
Private,81.539314,39075.78,Bimonthly,Owned,3.4895668,No,2.6318305,Friend,-0.025538538,0.9999838,Leader,Frequently,Business,Community Plan,-0.00071023393,-0.089662865
Private,83.53148,37573.45,Bimonthly,Owned,3.6334178,No,2.4931097,Friend,-0.06361539,0.9999806,Leader,Frequently,Business,Community Plan,-0.060103413,0.15036897
Private,76.72624,38929.973,Bimonthly,Owned,3.5850396,No,2.7001657,Friend,-0.037314363,0.9999859,Leader,Frequently,Business,Community Plan,0.07403904,0.035669576
Private,82.84952,37318.664,Bimonthly,Owned,3.4590695,No,2.7509701,Friend,0.092301436,0.9999738,Leader,Frequently,Business,Community Plan,-0.07139759,0.046408053
Private,85.760895,37780.844,Bimonthly,Owned,3.6220505,No,2.7732913,Friend,-0.061269782,0.9999494,Leader,Frequently,Business,Community Plan,0.07045875,0.05092719
Private,75.893074,35342.79,Bimonthly,Owned,3.8416812,No,2.6821945,Friend,-0.17154089,0.9999848,Leader,Frequently,Business,Community Plan,0.13666837,-0.03916573
Private,82.24815,40720.152,Bimonthly,Owned,3.7561138,No,2.84111,Friend,-0.047146987,0.9999835,Leader,Frequently,Business,Community Plan,-0.03171535,0.0489543
Private,85.66186,39523.703,Bimonthly,Owned,3.637954,No,2.809239,Friend,-0.13029632,0.99994427,Leader,Frequently,Business,Community Plan,0.025550604,0.09964303
Private,77.21177,38902.652,Bimonthly,Owned,3.4766912,No,2.8139606,Friend,-0.0027456316,0.9999744,Leader,Frequently,Business,Community Plan,-0.010145256,0.1505542
Private,79.261375,36241.73,Bimonthly,Owned,3.4929338,No,2.6756666,Friend,0.11265056,0.99999666,Leader,Frequently,Business,Community Plan,-0.18947783,0.05454411
Private,80.763145,38401.63,Bimonthly,Owned,3.6396258,No,2.623994,Friend,0.09424024,0.9999854,Leader,Frequently,Business,Community Plan,0.014720671,0.01360774
Private,82.85799,39289.41,Bimonthly,Owned,3.5784762,No,2.7347894,Friend,0.0753568,0.9999441,Leader,Frequently,Business,Community Plan,0.0693669,-0.03349344
Private,82.94851,42688.406,Bimonthly,Owned,3.4944665,No,2.9076405,Friend,0.03891597,0.9999459,Leader,Frequently,Business,Community Plan,0.06102601,0.18695055
Private,79.05038,38111.953,Bimonthly,Owned,3.4644208,No,2.7914076,Friend,0.011798721,0.9999605,Leader,Frequently,Business,Community Plan,0.013200001,0.08273627
Private,83.55847,37452.543,Bimonthly,Owned,3.386715,No,2.725621,Friend,-0.077329665,0.9999597,Leader,Frequently,Business,Community Plan,0.010292457,0.0919043
Private,83.426254,38168.38,Bimonthly,Owned,3.7525823,No,2.8450942,Friend,-0.055386763,0.99990964,Leader,Frequently,Business,Community Plan,0.080072686,0.06548243
Private,82.723434,38410.32,Bimonthly,Owned,3.6644106,No,2.7472262,Friend,-0.03844505,0.99997103,Leader,Frequently,Business,Community Plan,0.08868582,0.083408654
Private,79.86849,41886.824,Bimonthly,Owned,3.6756904,No,2.7809274,Friend,-0.11178709,0.99998933,Leader,Frequently,Business,Community Plan,0.03942895,0.089438856
Private,91.449356,38285.81,Bimonthly,Owned,3.5749178,No,2.522973,Friend,-0.10533474,0.99997073,Leader,Frequently,Business,Community Plan,0.041987948,-0.011278538
Private,83.87088,39174.348,Bimonthly,Owned,3.5047636,No,2.6254544,Friend,-0.14585058,0.9999585,Leader,Frequently,Business,Community Plan,0.014664124,0.15704924
Private,82.42616,38776.805,Bimonthly,Owned,3.4731195,No,2.685617,Friend,0.09559291,0.999969,Leader,Frequently,Business,Community Plan,0.10655619,-0.023794733
Private,82.55249,37484.61,Bimonthly,Owned,3.299102,No,2.6289935,Friend,-0.0028536485,0.9999794,Leader,Frequently,Business,Community Plan,0.020140145,0.048717808
Private,75.78745,35862.375,Bimonthly,Owned,3.5866067,No,2.8360054,Friend,-0.18883133,0.99998385,Leader,Frequently,Business,Community Plan,-0.010735911,0.04819457
Private,89.07033,36973.324,Bimonthly,Owned,3.6600716,No,2.6205068,Friend,-0.02209131,0.9999862,Leader,Frequently,Business,Community Plan,0.044472825,0.042713813
Private,94.3163,41248.21,Bimonthly,Owned,3.6326935,No,2.8200514,Friend,-0.032207612,0.99996144,Leader,Frequently,Business,Community Plan,0.21082391,0.06200255
Private,80.70864,36963.305,Bimonthly,Owned,3.914097,No,2.8352692,Friend,-0.041690465,0.99996734,Leader,Frequently,Business,Community Plan,0.04210533,0.011823959
Private,86.321915,39836.742,Bimonthly,Owned,3.5942533,No,2.7627883,Friend,0.054370265,0.99998766,Leader,Frequently,Business,Community Plan,0.03367662,-0.002858129
Private,74.9482,40229.09,Bimonthly,Owned,3.5298324,No,2.8489225,Friend,-0.046019148,0.999988,Leader,Frequently,Business,Community Plan,0.03487002,0.21103027
Private,83.799286,36608.0,Bimonthly,Owned,3.5491483,No,2.7476914,Friend,0.19080877,0.9999414,Leader,Frequently,Business,Community Plan,-0.024369625,0.021412518
Private,84.55037,38734.37,Bimonthly,Owned,3.5143294,No,2.6601322,Friend,0.16581343,0.9999892,Leader,Frequently,Business,Community Plan,0.00082726387,0.037626516
Private,75.326126,36629.203,Bimonthly,Owned,3.5522816,No,2.860989,Friend,-0.40939718,0.99999785,Leader,Frequently,Business,Community Plan,0.11104579,0.21202075
Private,76.32775,32175.555,Bimonthly,Owned,3.4256546,No,2.4742758,Friend,-0.05093156,0.99998575,Leader,Frequently,Business,Community Plan,-0.076330654,0.09716217
Private,81.26299,37468.45,Bimonthly,Owned,3.4481788,No,2.8297477,Friend,0.14950274,0.99996823,Leader,Frequently,Business,Community Plan,0.007667028,0.0058012474
Private,82.41187,36114.688,Bimonthly,Owned,3.3824477,No,2.6022081,Friend,0.028006202,0.99996984,Leader,Frequently,Business,Community Plan,-0.02273967,-0.0110305995
Private,77.009705,38187.047,Bimonthly,Owned,3.731115,No,2.794257,Friend,-0.047124453,0.99997056,Leader,Frequently,Business,Community Plan,0.10374102,0.017437385
Private,85.77855,39296.98,Bimonthly,Owned,3.6278946,No,2.6991582,Friend,-0.24800034,0.99999624,Leader,Frequently,Business,Community Plan,-0.014883045,0.1666965
Private,81.64106,36888.324,Bimonthly,Owned,3.2772079,No,2.7375815,Friend,0.16759269,0.9998689,Leader,Frequently,Business,Community Plan,-0.030216413,-0.011456809
Private,81.94882,39839.18,Bimonthly,Owned,3.7466884,No,2.680972,Friend,-0.18743742,0.9999874,Leader,Frequently,Business,Community Plan,0.064388216,0.13466306
Private,83.2058,38840.027,Bimonthly,Owned,3.4891012,No,2.5157614,Friend,-0.119066685,0.9999849,Leader,Frequently,Business,Community Plan,0.04516672,0.020272162
Private,77.50738,35925.152,Bimonthly,Owned,3.6813247,No,2.8090913,Friend,-0.18626006,0.9999642,Leader,Frequently,Business,Community Plan,0.051556505,0.15104048
Private,78.89142,38818.83,Bimonthly,Owned,3.3776789,No,2.7421756,Friend,0.060969654,0.9999937,Leader,Frequently,Business,Community Plan,-0.005212886,-0.009574662
Private,86.61645,37929.59,Bimonthly,Owned,3.5822654,No,2.6670659,Friend,-0.093660794,0.9999961,Leader,Frequently,Business,Community Plan,0.0054763844,0.045100793
Private,79.76546,38737.164,Bimonthly,Owned,3.2600868,No,2.8315594,Friend,0.10116338,0.9998665,Leader,Frequently,Business,Community Plan,-0.014046619,-0.012938156
Private,86.40922,38623.117,Bimonthly,Owned,3.1875725,No,2.6385229,Friend,0.17405075,0.9999753,Leader,Frequently,Business,Community Plan,0.060651142,-0.023289947
Private,80.82656,36631.07,Bimonthly,Owned,3.6005056,No,2.6638844,Friend,-0.008277244,0.99998564,Leader,Frequently,Business,Community Plan,0.12275962,-0.057842173
Private,81.39673,35195.707,Bimonthly,Owned,3.4846008,No,2.6558099,Friend,0.06461278,0.9999807,Leader,Frequently,Business,Community Plan,0.007379655,-0.041881766
Private,84.6831,38888.63,Bimonthly,Owned,3.7327456,No,2.7558384,Friend,0.022428853,0.9999268,Leader,Frequently,Business,Community Plan,0.04589878,-0.09521102
Private,83.65986,39448.957,Bimonthly,Owned,3.4896584,No,2.7041316,Friend,-0.07060197,0.99997646,Leader,Frequently,Business,Community Plan,0.13213253,0.113833636
Private,85.0033,36663.688,Bimonthly,Owned,3.5403342,No,2.6752508,Friend,-0.088971764,0.9999565,Leader,Frequently,Business,Community Plan,0.08187253,0.083645016
Private,88.60437,37015.49,Bimonthly,Owned,3.492919,No,2.5435798,Friend,0.08163576,0.99997926,Leader,Frequently,Business,Community Plan,0.15526733,-0.0013648189
Private,85.9435,41339.0,Bimonthly,Owned,3.9507034,No,2.8341374,Friend,-0.14512032,0.9999892,Leader,Frequently,Business,Community Plan,0.092562266,0.10823266
Private,85.02083,38738.77,Bimonthly,Owned,3.506592,No,2.6886413,Friend,-0.14494702,0.99998224,Leader,Frequently,Business,Community Plan,0.08956656,0.04050598
Private,84.94421,40626.273,Bimonthly,Owned,3.592003,No,2.7960923,Friend,-0.021194646,0.99998844,Leader,Frequently,Business,Community Plan,0.067742184,0.10229139
Private,93.15162,40189.11,Bimonthly,Owned,3.6300452,No,2.7913802,Friend,0.036997113,0.99990165,Leader,Frequently,Business,Community Plan,-0.008781167,0.1387417
Private,83.61047,38669.902,Bimonthly,Owned,3.2743564,No,2.6416593,Friend,0.05763711,0.9999907,Leader,Frequently,Business,Community Plan,-0.01256024,0.12522307
Private,82.32443,37871.168,Bimonthly,Owned,3.6467922,No,2.6587455,Friend,0.058368694,0.99991655,Leader,Frequently,Business,Community Plan,-0.017067086,0.10734697
Private,78.54436,38238.707,Bimonthly,Owned,3.549268,No,2.6828947,Friend,-0.15111358,0.99998796,Leader,Frequently,Business,Community Plan,-0.070396274,0.10107621
Private,83.90163,34532.895,Bimonthly,Owned,3.2932568,No,2.5753298,Friend,0.08146108,0.9999679,Leader,Frequently,Business,Community Plan,0.085736305,0.046187624
Private,78.588196,37661.92,Bimonthly,Owned,3.597413,No,2.8421216,Friend,-0.10018763,0.9999856,Leader,Frequently,Business,Community Plan,0.037851878,0.042142496
Private,83.43015,36881.527,Bimonthly,Owned,3.7142177,No,2.61854,Friend,0.018225223,0.9999372,Leader,Frequently,Business,Community Plan,-0.047115546,-0.010145022
Private,83.72248,39095.582,Bimonthly,Owned,3.7019265,No,2.7809083,Friend,0.068481416,0.9999803,Leader,Frequently,Business,Community Plan,0.13718353,-0.0025310146
Private,81.14697,38845.78,Bimonthly,Owned,3.6960285,No,2.9121575,Friend,-0.066955686,0.99985445,Leader,Frequently,Business,Community Plan,0.10605556,0.06290887
Private,78.344025,40789.492,Bimonthly,Owned,3.4204333,No,2.5553405,Friend,-0.11263503,0.99998194,Leader,Frequently,Business,Community Plan,-0.043497115,0.03475845
Private,81.62988,38530.535,Bimonthly,Owned,3.6256888,No,2.855069,Friend,-0.071810625,0.999984,Leader,Frequently,Business,Community Plan,0.07206947,0.042175114
Private,83.89689,41015.04,Bimonthly,Owned,3.5063324,No,2.7332377,Friend,-0.02519108,0.99996734,Leader,Frequently,Business,Community Plan,0.051380794,0.048304394
Private,82.41509,40826.047,Bimonthly,Owned,3.7103636,No,2.9151967,Friend,0.038980495,0.99997604,Leader,Frequently,Business,Community Plan,0.10089884,-0.09252967
Private,79.5244,40492.09,Bimonthly,Owned,3.4914954,No,2.627641,Friend,-0.09618518,0.99999255,Leader,Frequently,Business,Community Plan,0.018994488,0.14097162
Private,93.883255,37721.152,Bimonthly,Owned,3.6211782,No,2.3359027,Friend,-0.28498954,0.9999976,Leader,Frequently,Business,Community Plan,0.021698946,0.17728767
Private,85.59269,38297.84,Bimonthly,Owned,3.598872,No,2.6934147,Friend,0.032852042,0.99995863,Leader,Frequently,Business,Community Plan,0.05801826,0.05687863
Private,77.2671,37399.582,Bimonthly,Owned,3.4878867,No,2.6613538,Friend,-0.17676762,0.9999961,Leader,Frequently,Business,Community Plan,0.09833947,0.06923683
Private,88.53784,39273.055,Bimonthly,Owned,3.664842,No,2.8810651,Friend,0.049834676,0.99997723,Leader,Frequently,Business,Community Plan,0.10393313,-0.055238526
Private,79.25173,38797.312,Bimonthly,Owned,3.3482332,No,2.722568,Friend,-0.12433657,0.99996185,Leader,Frequently,Business,Community Plan,-0.00022949092,0.108604334
Private,85.02892,38339.9,Bimonthly,Owned,3.231264,No,2.484713,Friend,-0.020938927,0.9999814,Leader,Frequently,Business,Community Plan,0.033772077,0.0053344048
Private,85.768776,39626.77,Bimonthly,Owned,3.6787992,No,2.9172363,Friend,-0.10067287,0.99999464,Leader,Frequently,Business,Community Plan,0.054796655,0.009148831
Private,83.28707,37651.176,Bimonthly,Owned,3.4413612,No,2.7194622,Friend,0.068365924,0.9999809,Leader,Frequently,Business,Community Plan,0.0702281,0.061852302
Private,86.12132,38087.113,Bimonthly,Owned,3.4787514,No,2.7454462,Friend,-0.0010429617,0.99991304,Leader,Frequently,Business,Community Plan,0.027445506,-0.094785795
Private,88.33608,35758.625,Bimonthly,Owned,3.4895954,No,2.6299548,Friend,0.13088968,0.9999815,Leader,Frequently,Business,Community Plan,0.0739398,-0.0899619
Private,84.76303,37807.52,Bimonthly,Owned,3.4625177,No,2.6528335,Friend,-0.09357812,0.99996024,Leader,Frequently,Business,Community Plan,0.08281737,-0.05122001
Private,83.44185,39691.777,Bimonthly,Owned,3.6738493,No,2.7541642,Friend,-0.08429073,0.99998605,Leader,Frequently,Business,Community Plan,0.182806,-0.008208195
Private,89.95132,38603.21,Bimonthly,Owned,3.6911805,No,2.7191465,Friend,-0.12771666,0.99995214,Leader,Frequently,Business,Community Plan,0.09332657,0.11244766
Private,80.271416,37429.26,Bimonthly,Owned,3.6455567,No,2.8362207,Friend,-0.0721002,0.9999891,Leader,Frequently,Business,Community Plan,0.05094845,0.061356384
Private,85.82987,39786.055,Bimonthly,Owned,3.503674,No,2.695325,Friend,-0.12186283,0.99996096,Leader,Frequently,Business,Community Plan,0.044150177,0.15782341
Private,83.10553,38233.812,Bimonthly,Owned,3.4438884,No,2.424734,Friend,0.02144003,0.9999761,Leader,Frequently,Business,Community Plan,0.062119793,0.1342416
Private,86.16513,38132.02,Bimonthly,Owned,3.60359,No,2.4038086,Friend,-0.13122168,0.9999545,Leader,Frequently,Business,Community Plan,-0.014278572,0.16308025
Private,86.405495,41083.156,Bimonthly,Owned,3.4375541,No,2.910754,Friend,0.08163961,0.9999862,Leader,Frequently,Business,Community Plan,0.017610155,0.063557565
Private,82.114365,39607.2,Bimonthly,Owned,3.7086549,No,2.9353385,Friend,-0.033114012,0.99995583,Leader,Frequently,Business,Community Plan,0.050391477,0.14685406
Private,90.27135,40043.457,Bimonthly,Owned,3.7437868,No,2.7117703,Friend,-0.033538435,0.9999777,Leader,Frequently,Business,Community Plan,0.06278499,-0.017142385
Private,85.47334,35126.062,Bimonthly,Owned,3.5211275,No,2.3881464,Friend,0.2046094,0.99989057,Leader,Frequently,Business,Community Plan,-0.0058585713,-0.04694638
Private,84.80184,38781.887,Bimonthly,Owned,3.4398139,No,2.6324255,Friend,0.15700032,0.9999689,Leader,Frequently,Business,Community Plan,0.07414603,0.051475164
Private,75.62573,38942.062,Bimonthly,Owned,3.681712,No,2.716971,Friend,-0.14544244,0.9999912,Leader,Frequently,Business,Community Plan,0.03889318,-0.034127895
Private,78.04644,39347.35,Bimonthly,Owned,3.7981253,No,2.9039295,Friend,-0.13979451,0.9999954,Leader,Frequently,Business,Community Plan,0.11877072,-0.01640008
Private,79.48263,41055.95,Bimonthly,Owned,3.5620625,No,3.0184593,Friend,0.085003346,0.99997175,Leader,Frequently,Business,Community Plan,0.052713417,-0.06561623
Private,84.6989,39330.625,Bimonthly,Owned,3.446326,No,2.872125,Friend,0.083184406,0.9999843,Leader,Frequently,Business,Community Plan,-0.023323594,0.10250642
Private,82.62862,39459.426,Bimonthly,Owned,3.7097404,No,2.7252092,Friend,0.037799075,0.9998843,Leader,Frequently,Business,Community Plan,0.0678627,0.10417119
Private,80.700836,40266.9,Bimonthly,Owned,3.4747555,No,2.8686104,Friend,-0.057218097,0.9999815,Leader,Frequently,Business,Community Plan,0.043243714,0.13464147
Private,79.98336,38940.12,Bimonthly,Owned,3.5655532,No,2.7516003,Friend,-0.19982365,0.9999825,Leader,Frequently,Business,Community Plan,0.055678207,0.18994498
Private,77.31581,37944.098,Bimonthly,Owned,3.4688084,No,2.662549,Friend,-0.07899278,0.9999526,Leader,Frequently,Business,Community Plan,0.011012526,0.032923352
Private,87.310776,39575.773,Bimonthly,Owned,3.5529919,No,2.7020226,Friend,-0.0036379935,0.99998933,Leader,Frequently,Business,Community Plan,-0.027480733,0.018013801
Private,82.25476,40615.562,Bimonthly,Owned,3.8120177,No,2.8613288,Friend,-0.033634294,0.9999843,Leader,Frequently,Business,Community Plan,0.1430518,0.09269737
Private,84.02406,39115.582,Bimonthly,Owned,3.647377,No,2.7327344,Friend,-0.07274116,0.99999267,Leader,Frequently,Business,Community Plan,-0.0028778375,0.143121
Private,83.179405,37878.168,Bimonthly,Owned,3.4251583,No,2.5349293,Friend,0.14218205,0.99999124,Leader,Frequently,Business,Community Plan,0.1292301,-0.040027976
Private,76.73416,40518.316,Bimonthly,Owned,3.4225094,No,2.8374507,Friend,-9.7602606e-05,0.9999804,Leader,Frequently,Business,Community Plan,0.051421065,0.025280869
Private,78.945076,39261.652,Bimonthly,Owned,3.6352582,No,2.6308668,Friend,-0.005605585,0.9999849,Leader,Frequently,Business,Community Plan,-0.006429867,-0.037446532
Private,86.99453,37132.59,Bimonthly,Owned,3.6674445,No,2.5075,Friend,-0.11665683,0.9999762,Leader,Frequently,Business,Community Plan,-0.023052694,0.0016131229
Private,85.74511,38178.543,Bimonthly,Owned,3.6302757,No,2.6606944,Friend,-0.13410693,0.99998784,Leader,Frequently,Business,Community Plan,0.06659563,0.081830405
Private,81.99064,40881.15,Bimonthly,Owned,3.335834,No,2.7576728,Friend,0.13877308,0.99998957,Leader,Frequently,Business,Community Plan,0.048522305,0.12859648
Private,91.346275,39553.645,Bimonthly,Owned,3.4012804,No,2.8575478,Friend,0.06067272,0.99998564,Leader,Frequently,Business,Community Plan,0.030068172,0.005042823
Private,80.98184,38478.426,Bimonthly,Owned,3.551509,No,2.7579393,Friend,0.11436625,0.9999898,Leader,Frequently,Business,Community Plan,0.09691306,-0.19199567
Private,85.81494,39828.035,Bimonthly,Owned,3.4599755,No,2.849658,Friend,0.033312928,0.9999869,Leader,Frequently,Business,Community Plan,-0.02837134,0.12321569
Private,85.67397,37422.52,Bimonthly,Owned,3.3325853,No,2.7246094,Friend,0.0071538035,0.9999758,Leader,Frequently,Business,Community Plan,0.030078527,0.0671029
Private,84.04223,39229.613,Bimonthly,Owned,3.5391724,No,2.72396,Friend,-0.062130235,0.99999684,Leader,Frequently,Business,Community Plan,-0.047996935,0.20779438
Private,84.25873,33914.953,Bimonthly,Owned,3.6414325,No,2.6362364,Friend,0.01857583,0.99995,Leader,Frequently,Business,Community Plan,0.05716814,0.048423197
Private,85.98713,37432.93,Bimonthly,Owned,3.9632008,No,2.54935,Friend,-0.10609762,0.9999666,Leader,Frequently,Business,Community Plan,0.112065606,-0.01563544
Private,82.35568,37815.746,Bimonthly,Owned,3.3913307,No,2.627196,Friend,0.08308442,0.9999683,Leader,Frequently,Business,Community Plan,-0.009419045,-0.0069837878
Private,87.48639,36591.883,Bimonthly,Owned,3.4186206,No,2.8198638,Friend,-0.044330165,0.9999572,Leader,Frequently,Business,Community Plan,0.052393895,-0.07168858
Private,81.15849,41757.457,Bimonthly,Owned,3.8191118,No,2.8941777,Friend,-0.11783614,0.99983656,Leader,Frequently,Business,Community Plan,0.028406456,-0.009783209
Private,88.8602,39194.33,Bimonthly,Owned,3.6452703,No,2.8659215,Friend,-0.06405242,0.99995595,Leader,Frequently,Business,Community Plan,-0.0068087345,0.0177395
Private,75.30909,35062.547,Bimonthly,Owned,3.5645273,No,2.566456,Friend,-0.07409048,0.9999568,Leader,Frequently,Business,Community Plan,0.024281507,0.042633094
Private,90.624405,38660.203,Bimonthly,Owned,3.2707846,No,2.6301358,Friend,0.220563,0.9999902,Leader,Frequently,Business,Community Plan,0.082398534,0.0019741536
Private,89.94211,36187.316,Bimonthly,Owned,3.3984637,No,2.457317,Friend,0.045883395,0.9999272,Leader,Frequently,Business,Community Plan,0.050547644,-0.06871148
Private,91.897644,37871.555,Bimonthly,Owned,3.6977553,No,2.5996597,Friend,-0.054339126,0.99990934,Leader,Frequently,Business,Community Plan,0.10356887,0.01975741
Private,91.445206,40031.914,Bimonthly,Owned,3.4571977,No,2.7863748,Friend,-0.005174166,0.99998415,Leader,Frequently,Business,Community Plan,0.09394199,0.13557379
Private,79.325096,37902.137,Bimonthly,Owned,3.8614607,No,2.6461816,Friend,-0.14662154,0.9999888,Leader,Frequently,Business,Community Plan,0.08733705,0.01789796
Private,90.822754,35938.17,Bimonthly,Owned,3.3616915,No,2.7354074,Friend,0.12686388,0.9998392,Leader,Frequently,Business,Community Plan,0.009619642,0.010715272
Private,87.87861,37485.273,Bimonthly,Owned,3.7687774,No,2.708486,Friend,0.13331632,0.999978,Leader,Frequently,Business,Community Plan,0.06886326,0.0062542264
Private,76.83406,38556.16,Bimonthly,Owned,3.8574052,No,2.7024276,Friend,-0.041642435,0.9998848,Leader,Frequently,Business,Community Plan,0.038684633,0.09252998
Private,83.170685,38854.117,Bimonthly,Owned,3.830083,No,2.7220526,Friend,-0.2817096,0.9999881,Leader,Frequently,Business,Community Plan,-0.012341653,-0.03944491
Private,87.57585,39700.97,Bimonthly,Owned,3.3626382,No,2.704828,Friend,-0.011312657,0.9999577,Leader,Frequently,Business,Community Plan,0.12033804,0.021715894
Private,83.98495,36878.973,Bimonthly,Owned,3.693332,No,2.5594487,Friend,-0.0001878161,0.99999624,Leader,Frequently,Business,Community Plan,0.102805674,0.065528825
Private,85.609406,35523.832,Bimonthly,Owned,3.713858,No,2.6871905,Friend,0.10318461,0.99998146,Leader,Frequently,Business,Community Plan,0.074235246,0.0250215
Private,71.21662,36735.36,Bimonthly,Owned,3.5760016,No,2.816427,Friend,-0.08918386,0.9999916,Leader,Frequently,Business,Community Plan,0.020871261,0.19010085
Private,80.94427,39352.582,Bimonthly,Owned,3.511905,No,2.746653,Friend,-0.016888421,0.9999949,Leader,Frequently,Business,Community Plan,0.07489497,0.118471794
Private,84.49798,39341.285,Bimonthly,Owned,3.4139514,No,2.6058037,Friend,-0.04458969,0.99997395,Leader,Frequently,Business,Community Plan,0.117005445,0.112723485
Private,80.91754,40537.12,Bimonthly,Owned,3.625104,No,2.8735573,Friend,-0.09330944,0.99996996,Leader,Frequently,Business,Community Plan,0.046495374,0.09508401
Private,86.730255,36481.605,Bimonthly,Owned,3.4217658,No,2.697724,Friend,0.114592455,0.9999666,Leader,Frequently,Business,Community Plan,-0.016868668,-0.06797302
Private,86.58794,38382.344,Bimonthly,Owned,3.6820676,No,2.7200286,Friend,-0.11649751,0.9999287,Leader,Frequently,Business,Community Plan,-0.0089309355,0.05939127
Private,85.55162,40223.555,Bimonthly,Owned,3.5700383,No,2.6306493,Friend,-0.19397695,0.9999724,Leader,Frequently,Business,Community Plan,0.12024626,0.10951165
Private,85.992386,39374.41,Bimonthly,Owned,3.7027788,No,2.6105547,Friend,0.026269088,0.9999685,Leader,Frequently,Business,Community Plan,-0.004606571,0.032527633
Private,85.83115,42189.207,Bimonthly,Owned,3.5435176,No,2.8839254,Friend,0.038779926,0.99996233,Leader,Frequently,Business,Community Plan,0.10843932,0.014899534
Private,90.35714,38586.438,Bimonthly,Owned,3.4657588,No,2.5700316,Friend,-0.049874533,0.9999695,Leader,Frequently,Business,Community Plan,0.17366666,0.06040984
Private,85.67463,36840.164,Bimonthly,Owned,3.6413748,No,2.568283,Friend,-0.08255826,0.99997705,Leader,Frequently,Business,Community Plan,0.024737926,0.03737153
Private,90.90063,39089.42,Bimonthly,Owned,3.436636,No,2.7807298,Friend,0.028179523,0.99992335,Leader,Frequently,Business,Community Plan,0.039300364,0.04928892
Private,83.01799,40611.707,Bimonthly,Owned,3.7496636,No,3.0054204,Friend,-0.12065609,0.99994373,Leader,Frequently,Business,Community Plan,-0.043187063,0.08294453
Private,79.25354,40355.438,Bimonthly,Owned,3.228284,No,2.6581793,Friend,0.08566416,0.999977,Leader,Frequently,Business,Community Plan,-0.06064235,0.19207233
Private,87.380394,37272.816,Bimonthly,Owned,3.424354,No,2.6423595,Friend,0.11669895,0.9999781,Leader,Frequently,Business,Community Plan,-0.073660895,-0.026899038
Private,80.16334,38613.83,Bimonthly,Owned,3.6710534,No,2.6164587,Friend,0.009897563,0.999991,Leader,Frequently,Business,Community Plan,0.033214856,0.070909716
Private,84.84895,36693.527,Bimonthly,Owned,3.561386,No,2.7841895,Friend,-0.057120334,0.99995774,Leader,Frequently,Business,Community Plan,-0.19467142,0.18812507
Private,87.3143,39901.312,Bimonthly,Owned,3.5973532,No,2.6465976,Friend,0.00049525214,0.99989015,Leader,Frequently,Business,Community Plan,0.090649605,0.065642916
Private,85.57332,37975.543,Bimonthly,Owned,3.2453122,No,2.6178966,Friend,0.15424292,0.99998677,Leader,Frequently,Business,Community Plan,-0.08157294,0.056971356
Private,77.12759,36203.812,Bimonthly,Owned,3.6657767,No,2.6432354,Friend,0.022398435,0.9999945,Leader,Frequently,Business,Community Plan,0.040240668,-0.031388603
Private,84.156265,35983.367,Bimonthly,Owned,3.59828,No,2.503603,Friend,0.038309537,0.99998134,Leader,Frequently,Business,Community Plan,-0.08025048,0.027345812
Private,78.5772,38013.53,Bimonthly,Owned,3.633213,No,2.7031486,Friend,-0.024077618,0.9999921,Leader,Frequently,Business,Community Plan,0.056155216,-0.081006736
Private,74.38866,38260.383,Bimonthly,Owned,3.4597433,No,2.7248197,Friend,0.013568273,0.9999488,Leader,Frequently,Business,Community Plan,-0.04257827,0.13738507
Private,82.75361,39674.17,Bimonthly,Owned,3.518866,No,2.6772127,Friend,-0.048073556,0.9999816,Leader,Frequently,Business,Community Plan,-0.07068041,0.046775885
Private,83.36127,38801.89,Bimonthly,Owned,3.3457155,No,2.8041258,Friend,-0.10090031,0.99997205,Leader,Frequently,Business,Community Plan,0.076989315,0.11948064
Private,80.66584,39026.426,Bimonthly,Owned,3.383035,No,2.7158716,Friend,-0.119994655,0.99998665,Leader,Frequently,Business,Community Plan,0.11844527,0.0006200391
Private,84.915,37641.137,Bimonthly,Owned,3.336063,No,2.5940986,Friend,0.19258435,0.99997425,Leader,Frequently,Business,Community Plan,-0.039734308,0.08696587
Private,88.5111,38630.67,Bimonthly,Owned,3.510173,No,2.728315,Friend,0.1253147,0.99997795,Leader,Frequently,Business,Community Plan,-0.03728499,0.03398087
